leaderboard_id,exact_match_train_count,template_match_train_count,near_duplicate_train_count,exact_match_train_ids,template_match_train_ids,near_duplicate_train_ids
val-000303,0,0,0,,,
val-000304,0,0,0,,,
val-000305,0,0,0,,,
val-000306,0,0,0,,,
val-000307,0,0,0,,,
val-000308,0,0,0,,,
val-000309,0,0,0,,,
val-000310,0,0,0,,,
val-000311,0,0,0,,,
val-000312,0,0,0,,,
val-000313,0,0,0,,,
val-000314,0,0,0,,,
val-000315,0,0,0,,,
val-000316,0,0,0,,,
val-000317,0,0,0,,,
val-000318,0,0,0,,,
val-000319,0,0,0,,,
val-000320,0,0,0,,,
val-000321,0,0,0,,,
val-000322,0,0,0,,,
val-000323,0,0,0,,,
val-000324,0,0,0,,,
val-000325,0,0,0,,,
val-000326,0,0,0,,,
val-000327,0,0,0,,,
val-000328,0,0,0,,,
val-000329,0,0,0,,,
val-000330,0,0,0,,,
val-000331,0,0,0,,,
val-000332,0,0,0,,,
val-000333,0,0,0,,,
val-000334,0,0,0,,,
val-000335,0,0,0,,,
val-000336,0,0,0,,,
val-000337,0,0,0,,,
val-000338,0,0,0,,,
val-000339,0,0,0,,,
val-000340,0,0,0,,,
val-000341,0,0,0,,,
val-000342,0,0,0,,,
val-000343,0,0,0,,,
val-000344,0,0,0,,,
val-000345,0,0,0,,,
val-000346,0,0,0,,,
val-000347,0,0,0,,,
val-000348,0,0,0,,,
val-000349,0,0,0,,,
val-000350,0,0,0,,,
val-000351,0,0,0,,,
val-000352,0,0,0,,,
val-000353,0,0,0,,,
val-000354,0,0,0,,,
val-000355,0,0,0,,,
val-000356,0,0,0,,,
val-000357,0,0,0,,,
val-000358,0,0,0,,,
val-000359,0,0,0,,,
val-000360,0,0,0,,,
val-000361,0,0,0,,,
val-000362,0,0,0,,,
val-000363,0,0,0,,,
val-000364,0,0,0,,,
val-000365,0,0,0,,,
val-000366,0,0,0,,,
val-000367,0,0,0,,,
val-000368,0,0,0,,,
val-000369,0,0,0,,,
val-000370,0,0,0,,,
val-000371,0,0,0,,,
val-000372,0,0,0,,,
val-000373,0,0,0,,,
val-000374,0,0,0,,,
val-000375,0,0,0,,,
val-000376,0,0,0,,,
val-000377,0,0,0,,,
val-000378,0,0,0,,,
val-000379,0,0,0,,,
val-000380,0,0,0,,,
val-000381,0,0,0,,,
val-000382,0,0,0,,,
val-000383,0,0,0,,,
val-000384,0,0,0,,,
val-000385,0,0,0,,,
val-000386,0,0,0,,,
val-000387,0,0,0,,,
val-000388,0,0,0,,,
val-000389,0,0,0,,,
val-000390,0,0,0,,,
val-000391,0,0,0,,,
val-000392,0,0,0,,,
val-000393,0,0,0,,,
val-000394,0,0,0,,,
val-000395,0,0,0,,,
val-000396,0,0,0,,,
val-000397,0,0,0,,,
val-000398,0,0,0,,,
val-000399,0,0,0,,,
val-000400,0,0,0,,,
val-000401,0,0,0,,,
val-000402,0,0,0,,,
val-000403,0,0,0,,,
val-000404,0,0,0,,,
val-000405,0,0,0,,,
val-000406,0,0,0,,,
val-000407,0,0,0,,,
val-000408,0,0,0,,,
val-000409,0,0,0,,,
val-000410,0,0,0,,,
val-000411,0,0,0,,,
val-000412,0,0,0,,,
val-000413,0,0,0,,,
val-000414,0,0,0,,,
val-000415,0,0,0,,,
val-000416,0,0,0,,,
val-000417,0,0,0,,,
val-000418,0,0,0,,,
val-000419,0,0,0,,,
val-000420,0,0,0,,,
val-000421,0,0,0,,,
val-000422,0,0,0,,,
val-000423,0,0,0,,,
val-000424,0,0,0,,,
val-000425,0,0,0,,,
val-000426,0,0,0,,,
val-000427,0,0,0,,,
val-000428,0,0,0,,,
val-000429,0,0,0,,,
val-000430,0,0,0,,,
val-000431,0,0,0,,,
val-000432,0,0,0,,,
val-000433,0,0,0,,,
val-000434,0,0,0,,,
val-000435,0,0,0,,,
val-000436,0,1,1,,train-007734,train-007734
val-000437,0,0,0,,,
val-000438,0,0,0,,,
val-000439,0,0,0,,,
val-000440,0,0,0,,,
val-000441,0,0,0,,,
val-000442,0,0,0,,,
val-000443,0,0,0,,,
val-000444,0,0,0,,,
val-000445,0,0,0,,,
val-000446,0,0,0,,,
val-000447,0,0,0,,,
val-000448,0,0,0,,,
val-000449,0,0,0,,,
val-000450,0,0,0,,,
val-000451,0,0,0,,,
val-000452,0,0,0,,,
val-000453,0,0,0,,,
val-000454,0,0,0,,,
val-000455,0,0,0,,,
val-000456,0,0,0,,,
val-000457,0,0,0,,,
val-000458,0,0,0,,,
val-000459,0,0,0,,,
val-000460,0,0,0,,,
val-000461,0,1,2,,train-000876,train-000876|train-013885
val-000462,0,0,0,,,
val-000463,0,0,0,,,
val-000464,0,0,0,,,
val-000465,0,0,0,,,
val-000466,0,0,0,,,
val-000467,0,0,0,,,
val-000468,0,0,0,,,
val-000469,0,0,0,,,
val-000470,0,0,0,,,
val-000471,0,1,1,,train-000758,train-000758
val-000472,0,0,0,,,
val-000473,0,0,0,,,
val-000474,0,0,0,,,
val-000475,0,0,0,,,
val-000476,0,0,0,,,
val-000477,0,0,0,,,
val-000478,0,0,0,,,
val-000479,0,0,0,,,
val-000480,0,0,0,,,
val-000481,0,0,0,,,
val-000482,0,0,0,,,
val-000483,0,0,0,,,
val-000484,0,0,0,,,
val-000485,0,0,0,,,
val-000486,0,0,0,,,
val-000487,0,0,0,,,
val-000488,0,0,0,,,
val-000489,0,0,0,,,
val-000490,0,0,0,,,
val-000491,0,0,0,,,
val-000492,0,0,0,,,
val-000493,0,0,0,,,
val-000494,0,0,0,,,
val-000495,0,0,0,,,
val-000496,0,1,1,,train-007074,train-007074
val-000497,0,0,0,,,
val-000498,0,0,0,,,
val-000499,0,0,0,,,
val-000500,0,0,0,,,
val-000501,0,0,0,,,
val-000502,0,0,0,,,
val-000503,0,0,0,,,
val-000504,0,1,1,,train-005941,train-005941
val-000505,0,0,0,,,
val-000506,0,0,0,,,
val-000507,0,0,0,,,
val-000508,0,0,0,,,
val-000509,0,0,0,,,
val-000510,0,0,0,,,
val-000511,0,0,0,,,
val-000512,0,0,0,,,
val-000513,0,0,0,,,
val-000514,0,0,0,,,
val-000515,0,0,0,,,
val-000516,0,0,0,,,
val-000517,0,0,0,,,
val-000518,0,0,0,,,
val-000519,0,0,0,,,
val-000520,0,0,0,,,
val-000521,0,0,0,,,
val-000522,0,0,0,,,
val-000523,0,0,0,,,
val-000524,0,0,0,,,
val-000525,0,0,0,,,
val-000526,0,0,0,,,
val-000527,0,0,0,,,
val-000528,0,0,0,,,
val-000529,0,0,0,,,
val-000530,0,0,0,,,
val-000531,0,1,1,,train-016436,train-016436
val-000532,0,0,0,,,
val-000533,0,0,0,,,
val-000534,0,0,0,,,
val-000535,0,0,0,,,
val-000536,0,0,0,,,
val-000537,0,0,0,,,
val-000538,0,0,0,,,
val-000539,0,0,0,,,
val-000540,0,0,0,,,
val-000541,0,0,0,,,
val-000542,0,0,0,,,
val-000543,0,0,0,,,
val-000544,0,0,0,,,
val-000545,0,0,0,,,
val-000546,0,0,0,,,
val-000547,0,0,0,,,
val-000548,0,0,0,,,
val-000549,0,0,0,,,
val-000550,0,0,0,,,
val-000551,0,0,0,,,
val-000552,0,0,0,,,
val-000553,0,0,0,,,
val-000554,0,0,0,,,
val-000555,0,0,0,,,
val-000556,0,0,0,,,
val-000557,0,0,0,,,
val-000558,0,0,0,,,
val-000559,0,0,0,,,
val-000560,0,0,0,,,
val-000561,0,0,0,,,
val-000562,0,0,0,,,
val-000563,0,0,0,,,
val-000564,0,0,0,,,
val-000565,0,0,0,,,
val-000566,0,0,0,,,
val-000567,0,0,0,,,
val-000568,0,0,0,,,
val-000569,0,0,0,,,
val-000570,0,0,0,,,
val-000571,0,0,0,,,
val-000572,0,0,0,,,
val-000573,0,0,0,,,
val-000574,0,0,0,,,
val-000575,0,0,0,,,
val-000576,0,0,0,,,
val-000577,0,0,0,,,
val-000578,0,0,0,,,
val-000579,0,0,0,,,
val-000580,0,0,0,,,
val-000581,0,0,0,,,
val-000582,0,0,0,,,
val-000583,0,0,0,,,
val-000584,0,0,0,,,
val-000585,0,0,0,,,
val-000586,0,0,0,,,
val-000587,0,0,0,,,
val-000588,0,0,0,,,
val-000589,0,0,0,,,
val-000590,0,0,0,,,
val-000591,0,0,0,,,
val-000592,0,0,0,,,
val-000593,0,0,0,,,
val-000594,0,0,0,,,
val-000595,0,0,0,,,
val-000596,0,0,0,,,
val-000597,0,0,0,,,
val-000598,0,0,0,,,
val-000599,0,0,0,,,
val-000600,0,0,0,,,
val-000601,0,0,0,,,
val-000602,0,0,0,,,
val-000603,0,0,0,,,
val-000604,0,0,0,,,
val-000605,0,0,0,,,
val-000606,0,0,0,,,
val-000607,0,0,0,,,
val-000608,0,0,0,,,
val-000609,0,0,0,,,
val-000610,0,0,0,,,
val-000611,0,0,0,,,
val-000612,0,0,0,,,
val-000613,0,0,0,,,
val-000614,0,0,0,,,
val-000615,0,0,0,,,
val-000616,0,0,1,,,train-003305
val-000617,0,0,0,,,
val-000618,0,0,0,,,
val-000619,0,0,0,,,
val-000620,0,0,0,,,
val-000621,0,0,0,,,
val-000622,0,0,0,,,
val-000623,0,0,0,,,
val-000624,0,0,0,,,
val-000625,0,0,0,,,
val-000626,0,0,0,,,
val-000627,0,0,0,,,
val-000628,0,0,0,,,
val-000629,0,0,0,,,
val-000630,0,0,0,,,
val-000631,0,0,0,,,
val-000632,0,0,0,,,
val-000633,0,0,1,,,train-010827
val-000634,0,0,0,,,
val-000635,0,0,0,,,
val-000636,0,0,0,,,
val-000637,0,0,0,,,
val-000638,0,0,0,,,
val-000639,0,0,0,,,
val-000640,0,0,0,,,
val-000641,0,0,0,,,
val-000642,0,0,0,,,
val-000643,0,0,0,,,
val-000644,0,0,0,,,
val-000645,0,0,0,,,
val-000646,0,0,0,,,
val-000647,0,0,0,,,
val-000648,0,0,0,,,
val-000649,0,0,0,,,
val-000650,0,0,0,,,
val-000651,0,0,0,,,
val-000652,0,0,0,,,
val-000653,0,0,0,,,
val-000654,0,0,0,,,
val-000655,0,0,0,,,
val-000656,0,0,0,,,
val-000657,0,0,0,,,
val-000658,0,0,0,,,
val-000659,0,0,0,,,
val-000660,0,0,0,,,
val-000661,0,0,0,,,
val-000662,0,0,0,,,
val-000663,0,0,0,,,
val-000664,0,0,0,,,
val-000665,0,0,0,,,
val-000666,0,0,0,,,
val-000667,0,0,0,,,
val-000668,0,0,0,,,
val-000669,0,0,0,,,
val-000670,0,0,0,,,
val-000671,0,0,0,,,
val-000672,0,0,0,,,
val-000673,0,0,0,,,
val-000674,0,0,0,,,
val-000675,0,0,0,,,
val-000676,0,0,0,,,
val-000677,0,0,0,,,
val-000678,0,0,0,,,
val-000679,0,0,0,,,
val-000680,0,0,0,,,
val-000681,0,0,0,,,
val-000682,0,0,0,,,
val-000683,0,0,0,,,
val-000684,0,1,1,,train-007342,train-007342
val-000685,0,0,0,,,
val-000686,0,0,0,,,
val-000687,0,0,0,,,
val-000688,0,0,0,,,
val-000689,0,0,0,,,
val-000690,0,0,0,,,
val-000691,0,0,0,,,
val-000692,0,0,0,,,
val-000693,0,0,0,,,
val-000694,0,0,0,,,
val-000695,0,0,0,,,
val-000696,0,0,0,,,
val-000697,0,0,0,,,
val-000698,0,0,0,,,
val-000699,0,0,0,,,
val-000700,0,0,0,,,
val-000701,0,0,0,,,
val-000702,0,0,0,,,
val-000703,0,0,0,,,
val-000704,0,0,0,,,
val-000705,0,0,0,,,
val-000706,0,0,0,,,
val-000707,0,0,0,,,
val-000708,0,0,0,,,
val-000709,0,0,0,,,
val-000710,0,0,0,,,
val-000711,0,0,0,,,
val-000712,0,0,0,,,
val-000713,0,0,0,,,
val-000714,0,0,0,,,
val-000715,0,0,0,,,
val-000716,0,0,0,,,
val-000717,0,0,0,,,
val-000718,0,0,0,,,
val-000719,0,0,0,,,
val-000720,0,0,0,,,
val-000721,0,0,0,,,
val-000722,0,1,1,,train-009334,train-009334
val-000723,0,0,0,,,
val-000724,0,0,0,,,
val-000725,0,0,0,,,
val-000726,0,0,0,,,
val-000727,0,0,0,,,
val-000728,0,0,0,,,
val-000729,0,0,0,,,
val-000730,0,0,0,,,
val-000731,0,0,0,,,
val-000732,0,0,0,,,
val-000733,0,0,0,,,
val-000734,0,0,0,,,
val-000735,0,0,0,,,
val-000736,0,0,0,,,
val-000737,0,0,0,,,
val-000738,0,0,0,,,
val-000739,0,0,0,,,
val-000740,0,0,0,,,
val-000741,0,0,0,,,
val-000742,0,0,0,,,
val-000743,0,0,0,,,
val-000744,0,0,0,,,
val-000745,0,0,0,,,
val-000746,0,0,0,,,
val-000747,0,0,0,,,
val-000748,0,0,0,,,
val-000749,0,0,0,,,
val-000750,0,0,0,,,
val-000751,0,0,0,,,
val-000752,0,0,0,,,
val-000753,0,0,0,,,
val-000754,0,0,0,,,
val-000755,0,0,0,,,
val-000756,0,0,0,,,
val-000757,0,0,0,,,
val-000758,0,0,0,,,
val-000759,0,0,0,,,
val-000760,0,0,0,,,
val-000761,0,0,0,,,
val-000762,0,0,0,,,
val-000763,0,0,0,,,
val-000764,0,0,0,,,
val-000765,0,0,0,,,
val-000766,0,0,0,,,
val-000767,0,0,0,,,
val-000768,0,0,0,,,
val-000769,0,0,0,,,
val-000770,0,0,0,,,
val-000771,0,0,0,,,
val-000772,0,0,0,,,
val-000773,0,0,0,,,
val-000774,0,0,0,,,
val-000775,0,0,0,,,
val-000776,0,0,0,,,
val-000777,0,0,0,,,
val-000778,0,0,0,,,
val-000779,0,0,0,,,
val-000780,0,0,0,,,
val-000781,0,0,0,,,
val-000782,0,0,0,,,
val-000783,0,0,0,,,
val-000784,0,0,0,,,
val-000785,0,0,0,,,
val-000786,0,0,0,,,
val-000787,0,0,0,,,
val-000788,0,0,0,,,
val-000789,0,0,0,,,
val-000790,0,0,0,,,
val-000791,0,0,0,,,
val-000792,0,0,0,,,
val-000793,0,0,0,,,
val-000794,0,0,0,,,
val-000795,0,0,0,,,
val-000796,0,0,0,,,
val-000797,0,0,0,,,
val-000798,0,0,0,,,
val-000799,0,0,0,,,
val-000800,0,0,0,,,
val-000801,0,0,0,,,
val-000802,0,0,0,,,
val-000803,0,0,0,,,
val-000804,0,0,0,,,
val-000805,0,0,0,,,
val-000806,0,0,0,,,
val-000807,0,0,0,,,
val-000808,0,0,0,,,
val-000809,0,0,0,,,
val-000810,0,0,1,,,train-000992
val-000811,0,0,0,,,
val-000812,0,0,0,,,
val-000813,0,0,0,,,
val-000814,0,0,0,,,
val-000815,0,0,1,,,train-005807
val-000816,0,0,0,,,
val-000817,0,0,0,,,
val-000818,0,0,0,,,
val-000819,0,0,0,,,
val-000820,0,0,0,,,
val-000821,0,0,0,,,
val-000822,0,0,0,,,
val-000823,0,0,0,,,
val-000824,0,0,0,,,
val-000825,0,0,0,,,
val-000826,0,0,0,,,
val-000827,0,0,0,,,
val-000828,0,0,0,,,
val-000829,0,0,0,,,
val-000830,0,0,0,,,
val-000831,0,0,0,,,
val-000832,0,0,0,,,
val-000833,0,0,0,,,
val-000834,0,0,0,,,
val-000835,0,0,0,,,
val-000836,0,0,0,,,
val-000837,0,0,0,,,
val-000838,0,0,0,,,
val-000839,0,0,0,,,
val-000840,0,0,0,,,
val-000841,0,0,0,,,
val-000842,0,0,0,,,
val-000843,0,0,0,,,
val-000844,0,0,0,,,
val-000845,0,0,0,,,
val-000846,0,0,0,,,
val-000847,0,0,0,,,
val-000848,0,0,0,,,
val-000849,0,1,1,,train-009951,train-009951
val-000850,0,0,0,,,
val-000851,0,0,0,,,
val-000852,0,0,0,,,
val-000853,0,0,0,,,
val-000854,0,0,0,,,
val-000855,0,0,0,,,
val-000856,0,0,0,,,
val-000857,0,0,0,,,
val-000858,0,0,0,,,
val-000859,0,0,0,,,
val-000860,0,0,0,,,
val-000861,0,0,0,,,
val-000862,0,0,0,,,
val-000863,0,0,0,,,
val-000864,0,0,0,,,
val-000865,0,0,0,,,
val-000866,0,0,0,,,
val-000867,0,0,0,,,
val-000868,0,0,0,,,
val-000869,0,0,0,,,
val-000870,0,0,0,,,
val-000871,0,0,8,,,train-002356|train-004714|train-005574|train-007214|train-009744|train-011895|train-012648|train-012777
val-000872,0,0,0,,,
val-000873,0,0,0,,,
val-000874,0,1,1,,train-015291,train-015291
val-000875,0,0,0,,,
val-000876,0,0,0,,,
val-000877,0,0,0,,,
val-000878,0,0,0,,,
val-000879,0,0,0,,,
val-000880,0,0,0,,,
val-000881,0,0,0,,,
val-000882,0,0,0,,,
val-000883,0,0,0,,,
val-000884,0,0,0,,,
val-000885,0,0,0,,,
val-000886,0,0,0,,,
val-000887,0,0,0,,,
val-000888,0,0,0,,,
val-000889,0,0,0,,,
val-000890,0,0,0,,,
val-000891,0,0,0,,,
val-000892,0,0,0,,,
val-000893,0,0,0,,,
val-000894,0,0,0,,,
val-000895,0,0,0,,,
val-000896,0,0,0,,,
val-000897,0,0,0,,,
val-000898,0,0,0,,,
val-000899,0,0,0,,,
val-000900,0,0,0,,,
val-000901,0,0,0,,,
val-000902,0,0,0,,,
val-000903,0,0,0,,,
val-000904,0,0,0,,,
val-000905,0,0,0,,,
val-000906,0,0,0,,,
val-000907,0,0,0,,,
val-000908,0,0,0,,,
val-000909,0,0,0,,,
val-000910,0,0,0,,,
val-000911,0,0,0,,,
val-000912,0,0,0,,,
val-000913,0,0,0,,,
val-000914,0,0,0,,,
val-000915,0,0,0,,,
val-000916,0,0,0,,,
val-000917,0,0,0,,,
val-000918,0,0,0,,,
val-000919,0,0,0,,,
val-000920,0,0,0,,,
val-000921,0,0,0,,,
val-000922,0,0,0,,,
val-000923,0,0,0,,,
val-000924,0,0,0,,,
val-000925,0,0,0,,,
val-000926,0,0,0,,,
val-000927,0,0,0,,,
val-000928,0,0,0,,,
val-000929,0,0,0,,,
val-000930,0,0,0,,,
val-000931,0,0,0,,,
val-000932,0,0,0,,,
val-000933,0,0,0,,,
val-000934,0,0,0,,,
val-000935,0,0,0,,,
val-000936,0,0,0,,,
val-000937,0,0,0,,,
val-000938,0,0,0,,,
val-000939,0,0,0,,,
val-000940,0,0,0,,,
val-000941,0,0,0,,,
val-000942,0,0,0,,,
val-000943,0,0,0,,,
val-000944,0,0,0,,,
val-000945,0,0,0,,,
val-000946,0,0,0,,,
val-000947,0,0,0,,,
val-000948,0,0,0,,,
val-000949,0,0,0,,,
val-000950,0,0,0,,,
val-000951,0,0,0,,,
val-000952,0,0,0,,,
val-000953,0,0,0,,,
val-000954,0,0,0,,,
val-000955,0,0,0,,,
val-000956,0,0,0,,,
val-000957,0,0,0,,,
val-000958,0,0,0,,,
val-000959,0,0,0,,,
val-000960,0,0,0,,,
val-000961,0,0,0,,,
val-000962,0,0,0,,,
val-000963,0,0,0,,,
val-000964,0,0,0,,,
val-000965,0,0,0,,,
val-000966,0,0,0,,,
val-000967,0,0,0,,,
val-000968,0,0,0,,,
val-000969,0,0,0,,,
val-000970,0,0,0,,,
val-000971,0,0,0,,,
