effort,id,problem_type,is_hard_type,has_unit,length_bucket,answer_sign,answer_magnitude,label,a_status,b_status,a_answer,b_answer,a_match,b_match,first_exact,pass_at_2,outcome,candidate_answer_agreement,any_unsuitable,any_incomplete
medium,train-011275,arithmetic_word_problem,False,False,le128,negative,d3,-501,unsuitable,unsuitable,,,False,False,False,False,neither_match,False,True,False
medium,train-011302,combinatorics_probability,True,False,257_512,positive,d6_plus,665280,solved,solved,332640,332640,False,False,False,False,neither_match,True,False,False
medium,train-011721,number_theory,True,False,257_512,positive,d6_plus,757575,solved,solved,693147,693147,False,False,False,False,neither_match,True,False,False
medium,train-011934,algebra,False,False,le128,zero,d1,0,solved,solved,0,0,True,True,True,True,both_match,True,False,False
medium,train-012372,combinatorics_probability,True,False,257_512,positive,d6_plus,222480,solved,solved,222480,222480,True,True,True,True,both_match,True,False,False
medium,train-012486,geometry,True,True,129_256,positive,d4_5,2100,solved,solved,2100,2100,True,True,True,True,both_match,True,False,False
medium,train-012517,algebra,False,False,le128,zero,d1,0,solved,solved,0,0,True,True,True,True,both_match,True,False,False
medium,train-012715,arithmetic_word_problem,False,False,le128,negative,d3,-150,solved,solved,-150,-150,True,True,True,True,both_match,True,False,False
medium,train-012887,arithmetic_word_problem,False,True,gt512,positive,d2,15,solved,solved,13,13,False,False,False,False,neither_match,True,False,False
medium,train-013689,geometry,True,False,257_512,zero,d1,0,unsuitable,unsuitable,,,False,False,False,False,neither_match,False,True,False
medium,train-014215,geometry,True,True,gt512,positive,d4_5,21586,missing,missing,,,False,False,False,False,neither_match,False,False,True
medium,train-014786,algebra,False,False,129_256,negative,d3,-123,unsuitable,unsuitable,,,False,False,False,False,neither_match,False,True,False
medium,train-015243,combinatorics_probability,True,True,257_512,positive,d3,400,solved,solved,400,400,True,True,True,True,both_match,True,False,False
medium,train-015366,number_theory,True,True,257_512,positive,d4_5,3750,solved,solved,3750,3750,True,True,True,True,both_match,True,False,False
medium,train-015402,algebra,False,False,le128,negative,d2,-44,solved,solved,-44,-44,True,True,True,True,both_match,True,False,False
medium,train-015589,geometry,True,False,le128,zero,d1,0,solved,solved,0,0,True,True,True,True,both_match,True,False,False
