stage,effort,id,variant,problem_type,is_hard_type,has_unit,length_bucket,answer_sign,answer_magnitude,label,response_completed,truncated,incomplete_reason,json_parsed,schema_valid,status,issue_type,predicted_answer,label_match,validation_flags,output_tokens,reasoning_tokens
comparison,low,train-002025,b,combinatorics_probability,True,True,257_512,positive,d4_5,12000,True,False,,True,True,solved,none,12000,True,not_checked_complex_expression,278,108
comparison,low,train-002777,a,combinatorics_probability,True,True,257_512,positive,d4_5,1056,True,False,,True,True,solved,none,1056,True,not_checked_complex_expression,537,341
comparison,low,train-002777,b,combinatorics_probability,True,True,257_512,positive,d4_5,1056,True,False,,True,True,solved,none,1056,True,not_checked_complex_expression,496,272
comparison,low,train-002863,a,arithmetic_word_problem,True,False,gt512,negative,d2,-50,True,False,,True,True,unsuitable,ambiguous,,False,unsuitable:ambiguous,1112,977
comparison,low,train-002863,b,arithmetic_word_problem,True,False,gt512,negative,d2,-50,True,False,,True,True,unsuitable,other,,False,unsuitable:other,606,469
comparison,low,train-003183,a,number_theory,True,False,129_256,positive,d6_plus,592704,True,False,,True,True,unsuitable,underdetermined,,False,unsuitable:underdetermined,720,516
comparison,low,train-003183,b,number_theory,True,False,129_256,positive,d6_plus,592704,True,False,,True,True,unsuitable,underdetermined,,False,unsuitable:underdetermined,548,277
comparison,low,train-003920,a,number_theory,True,False,129_256,positive,d6_plus,161150,True,False,,True,True,solved,none,165150,False,label_mismatch|not_checked_complex_expression,294,103
comparison,low,train-003920,b,number_theory,True,False,129_256,positive,d6_plus,161150,True,False,,True,True,solved,none,165150,False,label_mismatch|not_checked_complex_expression,287,78
comparison,low,train-004144,a,arithmetic_word_problem,False,False,le128,negative,d3,-100,True,False,,True,True,solved,none,-100,True,solution_below_target_length|not_checked_complex_expression,334,112
comparison,low,train-004144,b,arithmetic_word_problem,False,False,le128,negative,d3,-100,True,False,,True,True,solved,none,-100,True,solution_below_target_length|not_checked_complex_expression,407,250
comparison,low,train-004679,a,algebra,False,False,129_256,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,323,87
comparison,low,train-004679,b,algebra,False,False,129_256,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,342,88
comparison,low,train-006313,a,algebra,False,False,le128,zero,d1,0,True,False,,True,True,unsuitable,multiple_outputs,,False,unsuitable:multiple_outputs,371,178
comparison,low,train-006313,b,algebra,False,False,le128,zero,d1,0,True,False,,True,True,unsuitable,multiple_outputs,,False,unsuitable:multiple_outputs,311,129
comparison,low,train-006453,a,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,265,82
comparison,low,train-006453,b,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,275,99
comparison,low,train-006480,a,algebra,False,True,gt512,positive,d2,20,True,False,,True,True,solved,none,20,True,not_checked_complex_expression,462,205
comparison,low,train-006480,b,algebra,False,True,gt512,positive,d2,20,True,False,,True,True,solved,none,20,True,not_checked_complex_expression,474,155
comparison,low,train-006750,a,geometry,True,True,gt512,positive,d3,505,True,False,,True,True,solved,none,1,False,label_mismatch,1670,1390
comparison,low,train-006750,b,geometry,True,True,gt512,positive,d3,505,True,False,,True,True,solved,none,3,False,label_mismatch|not_checked_complex_expression,2226,1953
comparison,low,train-006848,a,geometry,True,True,gt512,positive,d4_5,82734,True,False,,True,True,unsuitable,non_integer_answer,,False,unsuitable:non_integer_answer,728,488
comparison,low,train-006848,b,geometry,True,True,gt512,positive,d4_5,82734,True,False,,True,True,solved,none,51900,False,label_mismatch|not_checked_complex_expression,586,355
comparison,low,train-008050,a,arithmetic_word_problem,False,False,129_256,negative,d4_5,-1024,True,False,,True,True,solved,none,-1024,True,solution_below_target_length|not_checked_complex_expression,244,80
comparison,low,train-008050,b,arithmetic_word_problem,False,False,129_256,negative,d4_5,-1024,True,False,,True,True,solved,none,-1024,True,not_checked_complex_expression,260,86
comparison,low,train-009106,a,geometry,True,False,129_256,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,304,122
comparison,low,train-009106,b,geometry,True,False,129_256,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,362,156
comparison,low,train-009400,a,combinatorics_probability,True,False,257_512,positive,d6_plus,518400,True,False,,True,True,solved,none,518400,True,not_checked_complex_expression,700,363
comparison,low,train-009400,b,combinatorics_probability,True,False,257_512,positive,d6_plus,518400,True,False,,True,True,solved,none,518400,True,not_checked_complex_expression,700,441
comparison,low,train-009414,a,number_theory,True,True,129_256,positive,d2,11,True,False,,True,True,solved,none,11,True,not_checked_complex_expression,505,283
comparison,low,train-009414,b,number_theory,True,True,129_256,positive,d2,11,True,False,,True,True,solved,none,11,True,not_checked_complex_expression,837,570
comparison,low,train-009669,a,number_theory,True,False,gt512,positive,d3,396,True,False,,True,True,solved,none,1000,False,label_mismatch|not_checked_complex_expression,1119,817
comparison,low,train-009669,b,number_theory,True,False,gt512,positive,d3,396,True,False,,True,True,solved,none,1000,False,label_mismatch|not_checked_complex_expression,1687,1404
comparison,low,train-009903,a,arithmetic_word_problem,False,True,257_512,negative,d1,-1,True,False,,True,True,unsuitable,multiple_outputs,,False,unsuitable:multiple_outputs,516,251
comparison,low,train-009903,b,arithmetic_word_problem,False,True,257_512,negative,d1,-1,True,False,,True,True,unsuitable,non_integer_answer,,False,unsuitable:non_integer_answer,496,210
comparison,low,train-010982,a,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,solution_below_target_length|not_checked_complex_expression,268,71
comparison,low,train-010982,b,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,abnormal_unicode|solution_below_target_length|not_checked_complex_expression,278,79
comparison,low,train-011275,a,arithmetic_word_problem,False,False,le128,negative,d3,-501,True,False,,True,True,unsuitable,non_integer_answer,,False,unsuitable:non_integer_answer,503,255
comparison,low,train-011275,b,arithmetic_word_problem,False,False,le128,negative,d3,-501,True,False,,True,True,unsuitable,non_numeric_answer,,False,unsuitable:non_numeric_answer,520,318
comparison,low,train-011302,a,combinatorics_probability,True,False,257_512,positive,d6_plus,665280,True,False,,True,True,solved,none,332640,False,label_mismatch|not_checked_complex_expression,298,98
comparison,low,train-011302,b,combinatorics_probability,True,False,257_512,positive,d6_plus,665280,True,False,,True,True,solved,none,332640,False,label_mismatch|not_checked_complex_expression,332,123
comparison,low,train-011721,a,number_theory,True,False,257_512,positive,d6_plus,757575,True,False,,True,True,solved,none,693147,False,label_mismatch|not_checked_complex_expression,2020,1801
comparison,low,train-011721,b,number_theory,True,False,257_512,positive,d6_plus,757575,True,False,,True,True,solved,none,693147,False,label_mismatch,1831,1648
comparison,low,train-011934,a,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,236,52
comparison,low,train-011934,b,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,solution_below_target_length|not_checked_complex_expression,232,62
comparison,low,train-012372,a,combinatorics_probability,True,False,257_512,positive,d6_plus,222480,True,False,,True,True,solved,none,251280,False,label_mismatch|not_checked_complex_expression,601,396
comparison,low,train-012372,b,combinatorics_probability,True,False,257_512,positive,d6_plus,222480,True,False,,True,True,solved,none,208080,False,label_mismatch|not_checked_complex_expression,580,329
comparison,low,train-012486,a,geometry,True,True,129_256,positive,d4_5,2100,True,False,,True,True,solved,none,2100,True,not_checked_complex_expression,258,49
comparison,low,train-012486,b,geometry,True,True,129_256,positive,d4_5,2100,True,False,,True,True,solved,none,2100,True,not_checked_complex_expression,263,70
comparison,low,train-012517,a,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,abnormal_unicode|not_checked_complex_expression,361,129
comparison,low,train-012517,b,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,348,93
comparison,low,train-012715,a,arithmetic_word_problem,False,False,le128,negative,d3,-150,True,False,,True,True,solved,none,-150,True,not_checked_complex_expression,351,133
comparison,low,train-012715,b,arithmetic_word_problem,False,False,le128,negative,d3,-150,True,False,,True,True,solved,none,-150,True,not_checked_complex_expression,369,131
comparison,low,train-012887,a,arithmetic_word_problem,False,True,gt512,positive,d2,15,True,False,,True,True,solved,none,13,False,label_mismatch|not_checked_complex_expression,558,365
comparison,low,train-012887,b,arithmetic_word_problem,False,True,gt512,positive,d2,15,True,False,,True,True,solved,none,13,False,label_mismatch|not_checked_complex_expression,878,694
comparison,low,train-013689,a,geometry,True,False,257_512,zero,d1,0,True,False,,True,True,unsuitable,non_numeric_answer,,False,unsuitable:non_numeric_answer,195,68
comparison,low,train-013689,b,geometry,True,False,257_512,zero,d1,0,True,False,,True,True,unsuitable,non_numeric_answer,,False,unsuitable:non_numeric_answer,195,85
comparison,low,train-014215,a,geometry,True,True,gt512,positive,d4_5,21586,True,False,,True,True,solved,none,32403,False,label_mismatch|not_checked_complex_expression,2769,2588
comparison,low,train-014215,b,geometry,True,True,gt512,positive,d4_5,21586,True,False,,True,True,solved,none,39626,False,label_mismatch|not_checked_complex_expression,3256,3045
comparison,low,train-014786,a,algebra,False,False,129_256,negative,d3,-123,True,False,,True,True,unsuitable,other,,False,unsuitable:other,1197,965
comparison,low,train-014786,b,algebra,False,False,129_256,negative,d3,-123,True,False,,True,True,solved,none,-1998,False,label_mismatch|not_checked_complex_expression,1317,1034
comparison,low,train-015243,a,combinatorics_probability,True,True,257_512,positive,d3,400,True,False,,True,True,solved,none,400,True,solution_below_target_length|not_checked_complex_expression,161,42
comparison,low,train-015243,b,combinatorics_probability,True,True,257_512,positive,d3,400,True,False,,True,True,solved,none,400,True,solution_below_target_length|not_checked_complex_expression,170,40
comparison,low,train-015366,a,number_theory,True,True,257_512,positive,d4_5,3750,True,False,,True,True,solved,none,3750,True,not_checked_complex_expression,251,47
comparison,low,train-015366,b,number_theory,True,True,257_512,positive,d4_5,3750,True,False,,True,True,solved,none,3750,True,not_checked_complex_expression,266,56
comparison,low,train-015402,a,algebra,False,False,le128,negative,d2,-44,True,False,,True,True,solved,none,-44,True,not_checked_complex_expression,236,49
comparison,low,train-015402,b,algebra,False,False,le128,negative,d2,-44,True,False,,True,True,solved,none,-44,True,not_checked_complex_expression,242,46
comparison,low,train-015589,a,geometry,True,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,solution_below_target_length|not_checked_complex_expression,283,96
comparison,low,train-015589,b,geometry,True,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,solution_below_target_length|not_checked_complex_expression,258,94
comparison,medium,train-000108,a,arithmetic_word_problem,False,False,129_256,negative,d4_5,-5892,True,False,,True,True,unsuitable,underdetermined,,False,unsuitable:underdetermined,1212,982
comparison,medium,train-000108,b,arithmetic_word_problem,False,False,129_256,negative,d4_5,-5892,True,False,,True,True,unsuitable,underdetermined,,False,unsuitable:underdetermined,1010,796
comparison,medium,train-000825,a,number_theory,True,True,129_256,positive,d2,15,True,False,,True,True,solved,none,10,False,label_mismatch|not_checked_complex_expression,699,483
comparison,medium,train-000825,b,number_theory,True,True,129_256,positive,d2,15,True,False,,True,True,solved,none,10,False,label_mismatch|not_checked_complex_expression,895,669
comparison,medium,train-001103,a,geometry,True,True,gt512,positive,d2,61,True,False,,True,True,unsuitable,non_integer_answer,,False,unsuitable:non_integer_answer,2805,2588
comparison,medium,train-001103,b,geometry,True,True,gt512,positive,d2,61,True,False,,True,True,unsuitable,non_integer_answer,,False,unsuitable:non_integer_answer,2842,2588
comparison,medium,train-001639,a,arithmetic_word_problem,True,False,gt512,negative,d2,-16,True,False,,True,True,solved,none,-16,True,not_checked_complex_expression,592,353
comparison,medium,train-001639,b,arithmetic_word_problem,True,False,gt512,negative,d2,-16,True,False,,True,True,solved,none,-16,True,not_checked_complex_expression,536,310
comparison,medium,train-001972,a,combinatorics_probability,True,True,257_512,positive,d3,809,True,False,,True,True,solved,none,691,False,label_mismatch|not_checked_complex_expression,708,507
comparison,medium,train-001972,b,combinatorics_probability,True,True,257_512,positive,d3,809,True,False,,True,True,solved,none,691,False,label_mismatch|not_checked_complex_expression,883,710
comparison,medium,train-002025,a,combinatorics_probability,True,True,257_512,positive,d4_5,12000,True,False,,True,True,solved,none,12000,True,not_checked_complex_expression,249,54
comparison,medium,train-002025,b,combinatorics_probability,True,True,257_512,positive,d4_5,12000,True,False,,True,True,solved,none,12000,True,not_checked_complex_expression,265,79
comparison,medium,train-002777,a,combinatorics_probability,True,True,257_512,positive,d4_5,1056,True,False,,True,True,solved,none,1056,True,not_checked_complex_expression,557,323
comparison,medium,train-002777,b,combinatorics_probability,True,True,257_512,positive,d4_5,1056,True,False,,True,True,solved,none,1056,True,not_checked_complex_expression,599,390
comparison,medium,train-002863,a,arithmetic_word_problem,True,False,gt512,negative,d2,-50,True,False,,True,True,solved,none,-50,True,not_checked_complex_expression,421,210
comparison,medium,train-002863,b,arithmetic_word_problem,True,False,gt512,negative,d2,-50,True,False,,True,True,unsuitable,other,,False,unsuitable:other,1222,1034
comparison,medium,train-003183,a,number_theory,True,False,129_256,positive,d6_plus,592704,True,False,,True,True,unsuitable,underdetermined,,False,unsuitable:underdetermined,728,462
comparison,medium,train-003183,b,number_theory,True,False,129_256,positive,d6_plus,592704,True,False,,True,True,unsuitable,underdetermined,,False,unsuitable:underdetermined,597,395
comparison,medium,train-003920,a,number_theory,True,False,129_256,positive,d6_plus,161150,True,False,,True,True,solved,none,165150,False,label_mismatch|not_checked_complex_expression,293,123
comparison,medium,train-003920,b,number_theory,True,False,129_256,positive,d6_plus,161150,True,False,,True,True,solved,none,165150,False,label_mismatch|not_checked_complex_expression,291,137
comparison,medium,train-004144,a,arithmetic_word_problem,False,False,le128,negative,d3,-100,True,False,,True,True,solved,none,-100,True,not_checked_complex_expression,445,209
comparison,medium,train-004144,b,arithmetic_word_problem,False,False,le128,negative,d3,-100,True,False,,True,True,solved,none,-100,True,not_checked_complex_expression,563,338
comparison,medium,train-004679,a,algebra,False,False,129_256,zero,d1,0,True,False,,True,True,solved,none,0,True,solution_below_target_length|not_checked_complex_expression,298,104
comparison,medium,train-004679,b,algebra,False,False,129_256,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,326,84
comparison,medium,train-006313,a,algebra,False,False,le128,zero,d1,0,True,False,,True,True,unsuitable,multiple_outputs,,False,unsuitable:multiple_outputs,377,186
comparison,medium,train-006313,b,algebra,False,False,le128,zero,d1,0,True,False,,True,True,unsuitable,multiple_outputs,,False,unsuitable:multiple_outputs,401,221
comparison,medium,train-006453,a,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,solution_below_target_length|not_checked_complex_expression,263,89
comparison,medium,train-006453,b,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,285,103
comparison,medium,train-006480,a,algebra,False,True,gt512,positive,d2,20,True,False,,True,True,solved,none,20,True,not_checked_complex_expression,428,164
comparison,medium,train-006480,b,algebra,False,True,gt512,positive,d2,20,True,False,,True,True,solved,none,20,True,not_checked_complex_expression,462,186
comparison,medium,train-006750,a,geometry,True,True,gt512,positive,d3,505,True,False,,True,True,solved,none,1,False,label_mismatch|not_checked_complex_expression,3358,3060
comparison,medium,train-006750,b,geometry,True,True,gt512,positive,d3,505,True,False,,True,True,solved,none,0,False,label_mismatch|not_checked_complex_expression,3162,2845
comparison,medium,train-006848,a,geometry,True,True,gt512,positive,d4_5,82734,True,False,,True,True,solved,none,51900,False,label_mismatch|not_checked_complex_expression,1146,935
comparison,medium,train-006848,b,geometry,True,True,gt512,positive,d4_5,82734,True,False,,True,True,unsuitable,non_integer_answer,,False,unsuitable:non_integer_answer,1066,864
comparison,medium,train-008050,a,arithmetic_word_problem,False,False,129_256,negative,d4_5,-1024,True,False,,True,True,solved,none,-1024,True,not_checked_complex_expression,300,132
comparison,medium,train-008050,b,arithmetic_word_problem,False,False,129_256,negative,d4_5,-1024,True,False,,True,True,solved,none,-1024,True,not_checked_complex_expression,259,94
comparison,medium,train-009106,a,geometry,True,False,129_256,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,363,155
comparison,medium,train-009106,b,geometry,True,False,129_256,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,408,177
comparison,medium,train-009400,a,combinatorics_probability,True,False,257_512,positive,d6_plus,518400,True,False,,True,True,solved,none,224640,False,label_mismatch|not_checked_complex_expression,786,516
comparison,medium,train-009400,b,combinatorics_probability,True,False,257_512,positive,d6_plus,518400,True,False,,True,True,solved,none,518400,True,not_checked_complex_expression,1056,799
comparison,medium,train-009414,a,number_theory,True,True,129_256,positive,d2,11,True,False,,True,True,solved,none,11,True,not_checked_complex_expression,535,303
comparison,medium,train-009414,b,number_theory,True,True,129_256,positive,d2,11,True,False,,True,True,solved,none,20,False,label_mismatch|not_checked_complex_expression,557,316
comparison,medium,train-009669,a,number_theory,True,False,gt512,positive,d3,396,True,False,,True,True,solved,none,1000,False,label_mismatch|not_checked_complex_expression,2259,1981
comparison,medium,train-009669,b,number_theory,True,False,gt512,positive,d3,396,True,False,,True,True,solved,none,1000,False,label_mismatch|not_checked_complex_expression,2846,2588
comparison,medium,train-009903,a,arithmetic_word_problem,False,True,257_512,negative,d1,-1,True,False,,True,True,unsuitable,non_integer_answer,,False,unsuitable:non_integer_answer,717,468
comparison,medium,train-009903,b,arithmetic_word_problem,False,True,257_512,negative,d1,-1,True,False,,True,True,unsuitable,non_integer_answer,,False,unsuitable:non_integer_answer,551,297
comparison,medium,train-010982,a,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,solution_below_target_length|not_checked_complex_expression,296,106
comparison,medium,train-010982,b,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,solution_below_target_length|not_checked_complex_expression,288,116
comparison,medium,train-011275,a,arithmetic_word_problem,False,False,le128,negative,d3,-501,True,False,,True,True,unsuitable,non_numeric_answer,,False,unsuitable:non_numeric_answer,516,321
comparison,medium,train-011275,b,arithmetic_word_problem,False,False,le128,negative,d3,-501,True,False,,True,True,unsuitable,non_integer_answer,,False,unsuitable:non_integer_answer,356,222
comparison,medium,train-011302,a,combinatorics_probability,True,False,257_512,positive,d6_plus,665280,True,False,,True,True,solved,none,332640,False,label_mismatch|not_checked_complex_expression,310,116
comparison,medium,train-011302,b,combinatorics_probability,True,False,257_512,positive,d6_plus,665280,True,False,,True,True,solved,none,332640,False,label_mismatch|not_checked_complex_expression,322,129
comparison,medium,train-011721,a,number_theory,True,False,257_512,positive,d6_plus,757575,True,False,,True,True,solved,none,693147,False,label_mismatch|not_checked_complex_expression,3378,3106
comparison,medium,train-011721,b,number_theory,True,False,257_512,positive,d6_plus,757575,True,False,,True,True,solved,none,693147,False,label_mismatch|not_checked_complex_expression,3573,3338
comparison,medium,train-011934,a,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,solution_below_target_length|not_checked_complex_expression,241,93
comparison,medium,train-011934,b,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,270,75
comparison,medium,train-012372,a,combinatorics_probability,True,False,257_512,positive,d6_plus,222480,True,False,,True,True,solved,none,222480,True,not_checked_complex_expression,693,418
comparison,medium,train-012372,b,combinatorics_probability,True,False,257_512,positive,d6_plus,222480,True,False,,True,True,solved,none,222480,True,not_checked_complex_expression,1004,775
comparison,medium,train-012486,a,geometry,True,True,129_256,positive,d4_5,2100,True,False,,True,True,solved,none,2100,True,not_checked_complex_expression,287,88
comparison,medium,train-012486,b,geometry,True,True,129_256,positive,d4_5,2100,True,False,,True,True,solved,none,2100,True,not_checked_complex_expression,288,85
comparison,medium,train-012517,a,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,349,118
comparison,medium,train-012517,b,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,377,150
comparison,medium,train-012715,a,arithmetic_word_problem,False,False,le128,negative,d3,-150,True,False,,True,True,solved,none,-150,True,not_checked_complex_expression,387,142
comparison,medium,train-012715,b,arithmetic_word_problem,False,False,le128,negative,d3,-150,True,False,,True,True,solved,none,-150,True,not_checked_complex_expression,390,160
comparison,medium,train-012887,a,arithmetic_word_problem,False,True,gt512,positive,d2,15,True,False,,True,True,solved,none,13,False,label_mismatch|not_checked_complex_expression,429,266
comparison,medium,train-012887,b,arithmetic_word_problem,False,True,gt512,positive,d2,15,True,False,,True,True,solved,none,13,False,label_mismatch|solution_below_target_length|not_checked_complex_expression,495,322
comparison,medium,train-013689,a,geometry,True,False,257_512,zero,d1,0,True,False,,True,True,unsuitable,non_numeric_answer,,False,unsuitable:non_numeric_answer,922,788
comparison,medium,train-013689,b,geometry,True,False,257_512,zero,d1,0,True,False,,True,True,unsuitable,non_numeric_answer,,False,unsuitable:non_numeric_answer,247,128
comparison,medium,train-014215,a,geometry,True,True,gt512,positive,d4_5,21586,False,True,max_output_tokens,False,False,missing,missing,,False,response_incomplete:max_output_tokens,6144,6144
comparison,medium,train-014215,b,geometry,True,True,gt512,positive,d4_5,21586,False,True,max_output_tokens,False,False,missing,missing,,False,response_incomplete:max_output_tokens,6144,6144
comparison,medium,train-014786,a,algebra,False,False,129_256,negative,d3,-123,True,False,,True,True,unsuitable,other,,False,unsuitable:other,1206,987
comparison,medium,train-014786,b,algebra,False,False,129_256,negative,d3,-123,True,False,,True,True,unsuitable,other,,False,unsuitable:other,1158,935
comparison,medium,train-015243,a,combinatorics_probability,True,True,257_512,positive,d3,400,True,False,,True,True,solved,none,400,True,not_checked_complex_expression,210,64
comparison,medium,train-015243,b,combinatorics_probability,True,True,257_512,positive,d3,400,True,False,,True,True,solved,none,400,True,solution_below_target_length|not_checked_complex_expression,180,57
comparison,medium,train-015366,a,number_theory,True,True,257_512,positive,d4_5,3750,True,False,,True,True,solved,none,3750,True,not_checked_complex_expression,257,92
comparison,medium,train-015366,b,number_theory,True,True,257_512,positive,d4_5,3750,True,False,,True,True,solved,none,3750,True,not_checked_complex_expression,309,75
comparison,medium,train-015402,a,algebra,False,False,le128,negative,d2,-44,True,False,,True,True,solved,none,-44,True,solution_below_target_length|not_checked_complex_expression,235,62
comparison,medium,train-015402,b,algebra,False,False,le128,negative,d2,-44,True,False,,True,True,solved,none,-44,True,not_checked_complex_expression,248,58
comparison,medium,train-015589,a,geometry,True,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,solution_below_target_length|not_checked_complex_expression,288,106
comparison,medium,train-015589,b,geometry,True,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,solution_below_target_length|not_checked_complex_expression,335,151
