id,decision,included,primary_exclusion_reason,exclusion_reasons,answer,answer_is_canonical,random_validation,template_validation,hard_diagnostic,format_diagnostic,phase1_protected,phase2_quality_exclusion,phase2_quality_category,final_sft_protected,strict_phase2_eligible,output_row_number
train-000302,include,True,,,9,True,False,False,False,False,False,False,,False,True,219
train-000303,include,True,,,5,True,False,False,False,False,False,False,,False,True,220
train-000304,exclude,False,template_validation,template_validation,112,True,False,True,False,False,True,False,,False,False,
train-000305,include,True,,,4,True,False,False,False,False,False,False,,False,True,221
train-000306,exclude,False,template_validation,template_validation,8,True,False,True,False,False,True,False,,False,False,
train-000307,include,True,,,5,True,False,False,False,False,False,False,,False,True,222
train-000308,include,True,,,480,True,False,False,False,False,False,False,,False,True,223
train-000309,include,True,,,20,True,False,False,False,False,False,False,,False,True,224
train-000310,include,True,,,2,True,False,False,False,False,False,False,,False,True,225
train-000311,include,True,,,360,True,False,False,False,False,False,False,,False,True,226
train-000312,include,True,,,4,True,False,False,False,False,False,False,,False,True,227
train-000313,include,True,,,100,True,False,False,False,False,False,False,,False,True,228
train-000314,include,True,,,47000,True,False,False,False,False,False,False,,False,True,229
train-000315,exclude,False,template_validation,template_validation,2,True,False,True,False,False,True,False,,False,False,
train-000316,include,True,,,8,True,False,False,False,False,False,False,,False,True,230
train-000317,include,True,,,4,True,False,False,False,False,False,False,,False,True,231
train-000318,include,True,,,175000,True,False,False,False,False,False,False,,False,True,232
train-000319,include,True,,,92,True,False,False,False,False,False,False,,False,True,233
train-000320,include,True,,,4,True,False,False,False,False,False,False,,False,True,234
train-000321,exclude,False,template_validation,template_validation,64,True,False,True,False,False,True,False,,False,False,
train-000322,exclude,False,template_validation,template_validation,44,True,False,True,False,False,True,False,,False,False,
train-000323,include,True,,,240,True,False,False,False,False,False,False,,False,True,235
train-000324,include,True,,,130,True,False,False,False,False,False,False,,False,True,236
train-000325,include,True,,,140,True,False,False,False,False,False,False,,False,True,237
train-000327,include,True,,,5,True,False,False,False,False,False,False,,False,True,238
train-000328,include,True,,,18,True,False,False,False,False,False,False,,False,True,239
train-000329,exclude,False,random_validation,random_validation|template_validation,94,True,True,True,False,False,True,False,,False,False,
train-000330,include,True,,,570,True,False,False,False,False,False,False,,False,True,240
train-000331,include,True,,,132,True,False,False,False,False,False,False,,False,True,241
train-000332,include,True,,,10,True,False,False,False,False,False,False,,False,True,242
train-000333,include,True,,,400,True,False,False,False,False,False,False,,False,True,243
train-000334,include,True,,,206,True,False,False,False,False,False,False,,False,True,244
train-000335,include,True,,,60,True,False,False,False,False,False,False,,False,True,245
train-000336,include,True,,,10,True,False,False,False,False,False,False,,False,True,246
train-000337,include,True,,,3,True,False,False,False,False,False,False,,False,True,247
train-000338,include,True,,,-1,True,False,False,False,False,False,False,,False,True,248
train-000339,exclude,False,template_validation,template_validation,25,True,False,True,False,False,True,False,,False,False,
train-000340,include,True,,,32,True,False,False,False,False,False,False,,False,True,249
train-000341,exclude,False,random_validation,random_validation|template_validation,8,True,True,True,False,False,True,False,,False,False,
train-000342,include,True,,,1603,True,False,False,False,False,False,False,,False,True,250
train-000343,include,True,,,10,True,False,False,False,False,False,False,,False,True,251
train-000344,exclude,False,random_validation,random_validation,40,True,True,False,False,False,True,False,,False,False,
train-000345,include,True,,,128,True,False,False,False,False,False,False,,False,True,252
train-000346,include,True,,,18,True,False,False,False,False,False,False,,False,True,253
train-000347,exclude,False,random_validation,random_validation,-108,True,True,False,False,False,True,False,,False,False,
train-000348,include,True,,,1300,True,False,False,False,False,False,False,,False,True,254
train-000349,include,True,,,6,True,False,False,False,False,False,False,,False,True,255
train-000350,include,True,,,10,True,False,False,False,False,False,False,,False,True,256
train-000351,include,True,,,71,True,False,False,False,False,False,False,,False,True,257
train-000352,include,True,,,21600,True,False,False,False,False,False,False,,False,True,258
train-000353,include,True,,,29,True,False,False,False,False,False,False,,False,True,259
train-000354,include,True,,,22800,True,False,False,False,False,False,False,,False,True,260
train-000355,exclude,False,hard_diagnostic,hard_diagnostic,52,True,False,False,True,False,True,False,,False,False,
train-000356,include,True,,,92,True,False,False,False,False,False,False,,False,True,261
train-000357,exclude,False,template_validation,template_validation,10,True,False,True,False,False,True,False,,False,False,
train-000358,exclude,False,template_validation,template_validation,982,True,False,True,False,False,True,False,,False,False,
train-000359,exclude,False,hard_diagnostic,hard_diagnostic,0,True,False,False,True,False,True,False,,False,False,
train-000360,include,True,,,2,True,False,False,False,False,False,False,,False,True,262
train-000361,include,True,,,31,True,False,False,False,False,False,False,,False,True,263
train-000362,include,True,,,480,True,False,False,False,False,False,False,,False,True,264
train-000363,exclude,False,random_validation,random_validation,225,True,True,False,False,False,True,False,,False,False,
train-000364,include,True,,,26460,True,False,False,False,False,False,False,,False,True,265
train-000365,include,True,,,18,True,False,False,False,False,False,False,,False,True,266
train-000366,include,True,,,10,True,False,False,False,False,False,False,,False,True,267
train-000367,include,True,,,2,True,False,False,False,False,False,False,,False,True,268
train-000368,include,True,,,14,True,False,False,False,False,False,False,,False,True,269
train-000369,include,True,,,252,True,False,False,False,False,False,False,,False,True,270
train-000370,include,True,,,4,True,False,False,False,False,False,False,,False,True,271
train-000371,include,True,,,2,True,False,False,False,False,False,False,,False,True,272
train-000372,exclude,False,template_validation,template_validation,35312,True,False,True,False,False,True,False,,False,False,
train-000373,include,True,,,8,True,False,False,False,False,False,False,,False,True,273
train-000374,exclude,False,hard_diagnostic,hard_diagnostic,1011,True,False,False,True,False,True,False,,False,False,
train-000375,include,True,,,1010,True,False,False,False,False,False,False,,False,True,274
train-000376,exclude,False,random_validation,random_validation|template_validation,11,True,True,True,False,False,True,False,,False,False,
train-000377,exclude,False,format_diagnostic,format_diagnostic,-5,True,False,False,False,True,True,False,,False,False,
train-000378,include,True,,,30,True,False,False,False,False,False,False,,False,True,275
train-000379,exclude,False,random_validation,random_validation|template_validation,10,True,True,True,False,False,True,False,,False,False,
train-000381,exclude,False,hard_diagnostic,hard_diagnostic,-6,True,False,False,True,False,True,False,,False,False,
train-000382,include,True,,,2013,True,False,False,False,False,False,False,,False,True,276
train-000383,exclude,False,random_validation,random_validation,30,True,True,False,False,False,True,False,,False,False,
train-000384,exclude,False,template_validation,template_validation,1,True,False,True,False,False,True,False,,False,False,
train-000385,include,True,,,2,True,False,False,False,False,False,False,,False,True,277
train-000386,include,True,,,40,True,False,False,False,False,False,False,,False,True,278
train-000387,include,True,,,2290,True,False,False,False,False,False,False,,False,True,279
train-000388,include,True,,,66,True,False,False,False,False,False,False,,False,True,280
train-000389,exclude,False,random_validation,random_validation,1,True,True,False,False,False,True,False,,False,False,
train-000390,include,True,,,49,True,False,False,False,False,False,False,,False,True,281
