stage,effort,id,variant,problem_type,is_hard_type,has_unit,length_bucket,answer_sign,answer_magnitude,label,response_completed,truncated,incomplete_reason,json_parsed,schema_valid,status,issue_type,predicted_answer,label_match,validation_flags,output_tokens,reasoning_tokens
smoke,low,train-013384,a,algebra,False,True,129_256,negative,d1,-9,True,False,,True,True,solved,none,-9,True,not_checked_complex_expression,1357,983
smoke,low,train-013384,b,algebra,False,True,129_256,negative,d1,-9,True,False,,True,True,solved,none,-9,True,not_checked_complex_expression,1543,1215
smoke,low,train-013388,a,combinatorics_probability,True,False,257_512,positive,d6_plus,681751,True,False,,True,True,solved,none,681414,False,label_mismatch|not_checked_complex_expression,525,212
smoke,low,train-013388,b,combinatorics_probability,True,False,257_512,positive,d6_plus,681751,True,False,,True,True,solved,none,681751,True,not_checked_complex_expression,512,217
smoke,low,train-014655,a,number_theory,True,False,257_512,zero,d1,0,True,False,,True,True,unsuitable,underdetermined,,False,unsuitable:underdetermined,260,67
smoke,low,train-014655,b,number_theory,True,False,257_512,zero,d1,0,True,False,,True,True,unsuitable,ambiguous,,False,unsuitable:ambiguous,271,55
smoke,medium,train-004295,a,arithmetic_word_problem,False,False,le128,negative,d4_5,-1024,True,False,,True,True,solved,none,-1024,True,not_checked_complex_expression,254,60
smoke,medium,train-004295,b,arithmetic_word_problem,False,False,le128,negative,d4_5,-1024,True,False,,True,True,solved,none,-1024,True,not_checked_complex_expression,227,48
smoke,medium,train-006714,a,arithmetic_word_problem,False,True,gt512,positive,d4_5,81213,True,False,,True,True,solved,none,81213,True,not_checked_complex_expression,302,57
smoke,medium,train-006714,b,arithmetic_word_problem,False,True,gt512,positive,d4_5,81213,True,False,,True,True,solved,none,81213,True,not_checked_complex_expression,322,84
smoke,medium,train-007019,a,geometry,True,False,le128,positive,d6_plus,1177225,True,False,,True,True,solved,none,1177225,True,not_checked_complex_expression,420,100
smoke,medium,train-007019,b,geometry,True,False,le128,positive,d6_plus,1177225,True,False,,True,True,solved,none,1177225,True,solution_below_target_length|not_checked_complex_expression,337,118
smoke,medium,train-007638,a,combinatorics_probability,True,True,129_256,positive,d3,330,True,False,,True,True,solved,none,330,True,not_checked_complex_expression,1156,876
smoke,medium,train-007638,b,combinatorics_probability,True,True,129_256,positive,d3,330,True,False,,True,True,solved,none,330,True,not_checked_complex_expression,517,274
smoke,medium,train-009839,a,algebra,False,False,le128,negative,d2,-15,True,False,,True,True,unsuitable,multiple_outputs,,False,unsuitable:multiple_outputs,362,110
smoke,medium,train-009839,b,algebra,False,False,le128,negative,d2,-15,True,False,,True,True,unsuitable,multiple_outputs,,False,unsuitable:multiple_outputs,551,317
smoke,medium,train-010768,a,algebra,False,True,gt512,positive,d2,42,True,False,,True,True,unsuitable,multiple_outputs,,False,unsuitable:multiple_outputs,844,516
smoke,medium,train-010768,b,algebra,False,True,gt512,positive,d2,42,True,False,,True,True,unsuitable,multiple_outputs,,False,unsuitable:multiple_outputs,508,279
smoke,medium,train-011202,a,number_theory,True,False,257_512,zero,d1,0,True,False,,True,True,unsuitable,underdetermined,,False,unsuitable:underdetermined,297,104
smoke,medium,train-011202,b,number_theory,True,False,257_512,zero,d1,0,True,False,,True,True,unsuitable,underdetermined,,False,unsuitable:underdetermined,230,53
smoke,medium,train-013384,a,algebra,False,True,129_256,negative,d1,-9,True,False,,True,True,solved,none,-1,False,label_mismatch|not_checked_complex_expression,513,190
smoke,medium,train-013384,b,algebra,False,True,129_256,negative,d1,-9,True,False,,True,True,solved,none,-9,True,not_checked_complex_expression,1767,1401
smoke,medium,train-013388,a,combinatorics_probability,True,False,257_512,positive,d6_plus,681751,True,False,,True,True,solved,none,681751,True,not_checked_complex_expression,528,236
smoke,medium,train-013388,b,combinatorics_probability,True,False,257_512,positive,d6_plus,681751,True,False,,True,True,solved,none,681751,True,not_checked_complex_expression,556,248
smoke,medium,train-014655,a,number_theory,True,False,257_512,zero,d1,0,True,False,,True,True,unsuitable,underdetermined,,False,unsuitable:underdetermined,278,59
smoke,medium,train-014655,b,number_theory,True,False,257_512,zero,d1,0,True,False,,True,True,unsuitable,underdetermined,,False,unsuitable:underdetermined,243,52
comparison,low,train-000108,a,arithmetic_word_problem,False,False,129_256,negative,d4_5,-5892,True,False,,True,True,unsuitable,multiple_outputs,,False,unsuitable:multiple_outputs,1018,743
comparison,low,train-000108,b,arithmetic_word_problem,False,False,129_256,negative,d4_5,-5892,True,False,,True,True,unsuitable,underdetermined,,False,unsuitable:underdetermined,785,513
comparison,low,train-000825,a,number_theory,True,True,129_256,positive,d2,15,True,False,,True,True,solved,none,10,False,label_mismatch|not_checked_complex_expression,547,275
comparison,low,train-000825,b,number_theory,True,True,129_256,positive,d2,15,True,False,,True,True,solved,none,10,False,label_mismatch,545,262
comparison,low,train-001103,a,geometry,True,True,gt512,positive,d2,61,True,False,,True,True,unsuitable,multiple_outputs,,False,unsuitable:multiple_outputs,2086,1799
comparison,low,train-001103,b,geometry,True,True,gt512,positive,d2,61,True,False,,True,True,unsuitable,non_integer_answer,,False,unsuitable:non_integer_answer,1289,1034
comparison,low,train-001639,a,arithmetic_word_problem,True,False,gt512,negative,d2,-16,True,False,,True,True,unsuitable,multiple_outputs,,False,unsuitable:multiple_outputs,577,298
comparison,low,train-001639,b,arithmetic_word_problem,True,False,gt512,negative,d2,-16,True,False,,True,True,solved,none,-16,True,not_checked_complex_expression,636,317
comparison,low,train-001972,a,combinatorics_probability,True,True,257_512,positive,d3,809,True,False,,True,True,solved,none,691,False,label_mismatch|not_checked_complex_expression,1057,822
comparison,low,train-001972,b,combinatorics_probability,True,True,257_512,positive,d3,809,True,False,,True,True,solved,none,691,False,label_mismatch|not_checked_complex_expression,925,687
comparison,low,train-002025,a,combinatorics_probability,True,True,257_512,positive,d4_5,12000,True,False,,True,True,solved,none,12000,True,not_checked_complex_expression,307,53
comparison,low,train-002025,b,combinatorics_probability,True,True,257_512,positive,d4_5,12000,True,False,,True,True,solved,none,12000,True,not_checked_complex_expression,289,60
comparison,low,train-002777,a,combinatorics_probability,True,True,257_512,positive,d4_5,1056,True,False,,True,True,solved,none,1056,True,not_checked_complex_expression,504,185
comparison,low,train-002777,b,combinatorics_probability,True,True,257_512,positive,d4_5,1056,True,False,,True,True,solved,none,1056,True,not_checked_complex_expression,609,356
comparison,low,train-002863,a,arithmetic_word_problem,True,False,gt512,negative,d2,-50,True,False,,True,True,solved,none,-50,True,not_checked_complex_expression,316,79
comparison,low,train-002863,b,arithmetic_word_problem,True,False,gt512,negative,d2,-50,True,False,,True,True,unsuitable,other,,False,unsuitable:other,1104,915
comparison,low,train-003183,a,number_theory,True,False,129_256,positive,d6_plus,592704,True,False,,True,True,unsuitable,multiple_outputs,,False,unsuitable:multiple_outputs,363,146
comparison,low,train-003183,b,number_theory,True,False,129_256,positive,d6_plus,592704,True,False,,True,True,unsuitable,underdetermined,,False,unsuitable:underdetermined,341,89
comparison,low,train-003920,a,number_theory,True,False,129_256,positive,d6_plus,161150,True,False,,True,True,solved,none,165150,False,label_mismatch|not_checked_complex_expression,295,63
comparison,low,train-003920,b,number_theory,True,False,129_256,positive,d6_plus,161150,True,False,,True,True,solved,none,165150,False,label_mismatch|not_checked_complex_expression,353,83
comparison,low,train-004144,a,arithmetic_word_problem,False,False,le128,negative,d3,-100,True,False,,True,True,solved,none,-100,True,not_checked_complex_expression,454,161
comparison,low,train-004144,b,arithmetic_word_problem,False,False,le128,negative,d3,-100,True,False,,True,True,solved,none,-100,True,not_checked_complex_expression,353,95
comparison,low,train-004679,a,algebra,False,False,129_256,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,368,110
comparison,low,train-004679,b,algebra,False,False,129_256,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,258,0
comparison,low,train-006313,a,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,,False,noncanonical_integer_output|noncanonical_integer_output|label_mismatch|not_checked_complex_expression,278,0
comparison,low,train-006313,b,algebra,False,False,le128,zero,d1,0,True,False,,True,True,unsuitable,multiple_outputs,,False,unsuitable:multiple_outputs,403,155
comparison,low,train-006453,a,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,278,60
comparison,low,train-006453,b,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,solution_below_target_length|not_checked_complex_expression,253,79
comparison,low,train-006480,a,algebra,False,True,gt512,positive,d2,20,True,False,,True,True,solved,none,20,True,not_checked_complex_expression,402,103
comparison,low,train-006480,b,algebra,False,True,gt512,positive,d2,20,True,False,,True,True,solved,none,20,True,not_checked_complex_expression,428,138
comparison,low,train-006750,a,geometry,True,True,gt512,positive,d3,505,True,False,,True,True,solved,none,3,False,label_mismatch|not_checked_complex_expression,2709,2404
comparison,low,train-006750,b,geometry,True,True,gt512,positive,d3,505,True,False,,True,True,solved,none,0,False,label_mismatch|not_checked_complex_expression,3134,2830
comparison,low,train-006848,a,geometry,True,True,gt512,positive,d4_5,82734,True,False,,True,True,unsuitable,ambiguous,,False,unsuitable:ambiguous,997,727
comparison,low,train-006848,b,geometry,True,True,gt512,positive,d4_5,82734,True,False,,True,True,unsuitable,ambiguous,,False,unsuitable:ambiguous,742,486
comparison,low,train-008050,a,arithmetic_word_problem,False,False,129_256,negative,d4_5,-1024,True,False,,True,True,solved,none,-1024,True,not_checked_complex_expression,272,50
comparison,low,train-008050,b,arithmetic_word_problem,False,False,129_256,negative,d4_5,-1024,True,False,,True,True,solved,none,-1024,True,not_checked_complex_expression,281,50
comparison,low,train-009106,a,geometry,True,False,129_256,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,343,88
comparison,low,train-009106,b,geometry,True,False,129_256,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,320,76
comparison,low,train-009400,a,combinatorics_probability,True,False,257_512,positive,d6_plus,518400,True,False,,True,True,solved,none,2453760,False,label_mismatch|not_checked_complex_expression,1319,1034
comparison,low,train-009400,b,combinatorics_probability,True,False,257_512,positive,d6_plus,518400,True,False,,True,True,solved,none,518400,True,not_checked_complex_expression,1301,1034
comparison,low,train-009414,a,number_theory,True,True,129_256,positive,d2,11,True,False,,True,True,solved,none,11,True,not_checked_complex_expression,552,260
comparison,low,train-009414,b,number_theory,True,True,129_256,positive,d2,11,True,False,,True,True,solved,none,11,True,not_checked_complex_expression,558,240
comparison,low,train-009669,a,number_theory,True,False,gt512,positive,d3,396,True,False,,True,True,solved,none,427,False,label_mismatch|not_checked_complex_expression,4467,4082
comparison,low,train-009669,b,number_theory,True,False,gt512,positive,d3,396,True,False,,True,True,solved,none,14285,False,label_mismatch|not_checked_complex_expression,3652,3278
comparison,low,train-009903,a,arithmetic_word_problem,False,True,257_512,negative,d1,-1,True,False,,True,True,unsuitable,non_integer_answer,,False,unsuitable:non_integer_answer,469,162
comparison,low,train-009903,b,arithmetic_word_problem,False,True,257_512,negative,d1,-1,True,False,,True,True,unsuitable,multiple_outputs,,False,unsuitable:multiple_outputs,463,169
comparison,low,train-010982,a,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,434,147
comparison,low,train-010982,b,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,331,92
comparison,low,train-011275,a,arithmetic_word_problem,False,False,le128,negative,d3,-501,True,False,,True,True,unsuitable,non_numeric_answer,,False,unsuitable:non_numeric_answer,403,182
comparison,low,train-011275,b,arithmetic_word_problem,False,False,le128,negative,d3,-501,True,False,,True,True,unsuitable,non_numeric_answer,,False,unsuitable:non_numeric_answer,413,164
comparison,low,train-011302,a,combinatorics_probability,True,False,257_512,positive,d6_plus,665280,True,False,,True,True,solved,none,332640,False,label_mismatch|not_checked_complex_expression,337,87
comparison,low,train-011302,b,combinatorics_probability,True,False,257_512,positive,d6_plus,665280,True,False,,True,True,solved,none,332640,False,label_mismatch|not_checked_complex_expression,408,158
comparison,low,train-011721,a,number_theory,True,False,257_512,positive,d6_plus,757575,True,False,,True,True,solved,none,771498,False,label_mismatch|not_checked_complex_expression,1866,1552
comparison,low,train-011721,b,number_theory,True,False,257_512,positive,d6_plus,757575,True,False,,True,True,solved,none,693147,False,label_mismatch|not_checked_complex_expression,1586,1307
comparison,low,train-011934,a,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,240,42
comparison,low,train-011934,b,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,222,42
comparison,low,train-012372,a,combinatorics_probability,True,False,257_512,positive,d6_plus,222480,True,False,,True,True,solved,none,222480,True,not_checked_complex_expression,609,325
comparison,low,train-012372,b,combinatorics_probability,True,False,257_512,positive,d6_plus,222480,True,False,,True,True,solved,none,222480,True,not_checked_complex_expression,595,298
comparison,low,train-012486,a,geometry,True,True,129_256,positive,d4_5,2100,True,False,,True,True,solved,none,2100,True,not_checked_complex_expression,302,47
comparison,low,train-012486,b,geometry,True,True,129_256,positive,d4_5,2100,True,False,,True,True,solved,none,2100,True,not_checked_complex_expression,310,41
comparison,low,train-012517,a,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,361,91
comparison,low,train-012517,b,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,390,76
comparison,low,train-012715,a,arithmetic_word_problem,False,False,le128,negative,d3,-150,True,False,,True,True,solved,none,-150,True,not_checked_complex_expression,336,98
comparison,low,train-012715,b,arithmetic_word_problem,False,False,le128,negative,d3,-150,True,False,,True,True,solved,none,-150,True,not_checked_complex_expression,373,103
comparison,low,train-012887,a,arithmetic_word_problem,False,True,gt512,positive,d2,15,True,False,,True,True,solved,none,13,False,label_mismatch|not_checked_complex_expression,754,516
comparison,low,train-012887,b,arithmetic_word_problem,False,True,gt512,positive,d2,15,True,False,,True,True,solved,none,13,False,label_mismatch|not_checked_complex_expression,437,187
comparison,low,train-013689,a,geometry,True,False,257_512,zero,d1,0,True,False,,True,True,unsuitable,non_numeric_answer,,False,unsuitable:non_numeric_answer,285,108
comparison,low,train-013689,b,geometry,True,False,257_512,zero,d1,0,True,False,,True,True,unsuitable,non_numeric_answer,,False,unsuitable:non_numeric_answer,519,298
comparison,low,train-014215,a,geometry,True,True,gt512,positive,d4_5,21586,True,False,,True,True,unsuitable,ambiguous,,False,unsuitable:ambiguous,5264,5070
comparison,low,train-014215,b,geometry,True,True,gt512,positive,d4_5,21586,True,False,,True,True,unsuitable,ambiguous,,False,unsuitable:ambiguous,4761,4578
comparison,low,train-014786,a,algebra,False,False,129_256,negative,d3,-123,True,False,,True,True,unsuitable,other,,False,unsuitable:other,1768,1501
comparison,low,train-014786,b,algebra,False,False,129_256,negative,d3,-123,True,False,,True,True,unsuitable,other,,False,unsuitable:other,1045,814
comparison,low,train-015243,a,combinatorics_probability,True,True,257_512,positive,d3,400,True,False,,True,True,solved,none,400,True,not_checked_complex_expression,157,0
comparison,low,train-015243,b,combinatorics_probability,True,True,257_512,positive,d3,400,True,False,,True,True,solved,none,400,True,not_checked_complex_expression,162,0
comparison,low,train-015366,a,number_theory,True,True,257_512,positive,d4_5,3750,True,False,,True,True,solved,none,3750,True,not_checked_complex_expression,340,61
comparison,low,train-015366,b,number_theory,True,True,257_512,positive,d4_5,3750,True,False,,True,True,solved,none,3750,True,not_checked_complex_expression,346,71
comparison,low,train-015402,a,algebra,False,False,le128,negative,d2,-44,True,False,,True,True,solved,none,-44,True,not_checked_complex_expression,297,41
comparison,low,train-015402,b,algebra,False,False,le128,negative,d2,-44,True,False,,True,True,solved,none,-44,True,not_checked_complex_expression,294,35
comparison,low,train-015589,a,geometry,True,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,442,120
comparison,low,train-015589,b,geometry,True,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,366,90
comparison,medium,train-000108,a,arithmetic_word_problem,False,False,129_256,negative,d4_5,-5892,True,False,,True,True,unsuitable,underdetermined,,False,unsuitable:underdetermined,718,448
comparison,medium,train-000108,b,arithmetic_word_problem,False,False,129_256,negative,d4_5,-5892,True,False,,True,True,unsuitable,underdetermined,,False,unsuitable:underdetermined,652,422
comparison,medium,train-000825,a,number_theory,True,True,129_256,positive,d2,15,True,False,,True,True,solved,none,10,False,label_mismatch|not_checked_complex_expression,545,277
comparison,medium,train-000825,b,number_theory,True,True,129_256,positive,d2,15,True,False,,True,True,solved,none,10,False,label_mismatch|not_checked_complex_expression,598,327
comparison,medium,train-001103,a,geometry,True,True,gt512,positive,d2,61,True,False,,True,True,unsuitable,multiple_outputs,,False,unsuitable:multiple_outputs,3709,3430
comparison,medium,train-001103,b,geometry,True,True,gt512,positive,d2,61,True,False,,True,True,unsuitable,multiple_outputs,,False,unsuitable:multiple_outputs,2245,2050
comparison,medium,train-001639,a,arithmetic_word_problem,True,False,gt512,negative,d2,-16,True,False,,True,True,solved,none,-16,True,not_checked_complex_expression,749,516
comparison,medium,train-001639,b,arithmetic_word_problem,True,False,gt512,negative,d2,-16,True,False,,True,True,solved,none,-16,True,not_checked_complex_expression,1323,1067
comparison,medium,train-001972,a,combinatorics_probability,True,True,257_512,positive,d3,809,True,False,,True,True,unsuitable,underdetermined,,False,unsuitable:underdetermined,2058,1821
comparison,medium,train-001972,b,combinatorics_probability,True,True,257_512,positive,d3,809,True,False,,True,True,solved,none,809,True,not_checked_complex_expression,416,202
comparison,medium,train-002025,a,combinatorics_probability,True,True,257_512,positive,d4_5,12000,True,False,,True,True,solved,none,12000,True,not_checked_complex_expression,307,57
comparison,medium,train-002025,b,combinatorics_probability,True,True,257_512,positive,d4_5,12000,True,False,,True,True,solved,none,12000,True,not_checked_complex_expression,321,38
comparison,medium,train-002777,a,combinatorics_probability,True,True,257_512,positive,d4_5,1056,True,False,,True,True,solved,none,1056,True,not_checked_complex_expression,579,325
comparison,medium,train-002777,b,combinatorics_probability,True,True,257_512,positive,d4_5,1056,True,False,,True,True,solved,none,1056,True,not_checked_complex_expression,678,412
comparison,medium,train-002863,a,arithmetic_word_problem,True,False,gt512,negative,d2,-50,True,False,,True,True,unsuitable,other,,False,unsuitable:other,1424,1269
comparison,medium,train-002863,b,arithmetic_word_problem,True,False,gt512,negative,d2,-50,True,False,,True,True,unsuitable,other,,False,unsuitable:other,583,432
comparison,medium,train-003183,a,number_theory,True,False,129_256,positive,d6_plus,592704,True,False,,True,True,unsuitable,underdetermined,,False,unsuitable:underdetermined,534,302
comparison,medium,train-003183,b,number_theory,True,False,129_256,positive,d6_plus,592704,True,False,,True,True,unsuitable,underdetermined,,False,unsuitable:underdetermined,484,210
comparison,medium,train-003920,a,number_theory,True,False,129_256,positive,d6_plus,161150,True,False,,True,True,solved,none,165150,False,label_mismatch|not_checked_complex_expression,298,66
comparison,medium,train-003920,b,number_theory,True,False,129_256,positive,d6_plus,161150,True,False,,True,True,solved,none,165150,False,label_mismatch|not_checked_complex_expression,411,121
comparison,medium,train-004144,a,arithmetic_word_problem,False,False,le128,negative,d3,-100,True,False,,True,True,solved,none,-100,True,not_checked_complex_expression,325,93
comparison,medium,train-004144,b,arithmetic_word_problem,False,False,le128,negative,d3,-100,True,False,,True,True,solved,none,-100,True,not_checked_complex_expression,605,356
comparison,medium,train-004679,a,algebra,False,False,129_256,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,339,78
comparison,medium,train-004679,b,algebra,False,False,129_256,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,255,0
comparison,medium,train-006313,a,algebra,False,False,le128,zero,d1,0,True,False,,True,True,unsuitable,multiple_outputs,,False,unsuitable:multiple_outputs,337,144
comparison,medium,train-006313,b,algebra,False,False,le128,zero,d1,0,True,False,,True,True,unsuitable,multiple_outputs,,False,unsuitable:multiple_outputs,523,232
comparison,medium,train-006453,a,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,268,68
comparison,medium,train-006453,b,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,353,92
comparison,medium,train-006480,a,algebra,False,True,gt512,positive,d2,20,True,False,,True,True,solved,none,20,True,not_checked_complex_expression,418,138
comparison,medium,train-006480,b,algebra,False,True,gt512,positive,d2,20,True,False,,True,True,solved,none,20,True,not_checked_complex_expression,535,244
comparison,medium,train-006750,a,geometry,True,True,gt512,positive,d3,505,True,False,,True,True,solved,none,505,True,not_checked_complex_expression,4545,4266
comparison,medium,train-006750,b,geometry,True,True,gt512,positive,d3,505,True,False,,True,True,solved,none,505,True,not_checked_complex_expression,3452,3106
comparison,medium,train-006848,a,geometry,True,True,gt512,positive,d4_5,82734,True,False,,True,True,unsuitable,ambiguous,,False,unsuitable:ambiguous,1115,805
comparison,medium,train-006848,b,geometry,True,True,gt512,positive,d4_5,82734,True,False,,True,True,unsuitable,ambiguous,,False,unsuitable:ambiguous,1175,873
comparison,medium,train-008050,a,arithmetic_word_problem,False,False,129_256,negative,d4_5,-1024,True,False,,True,True,solved,none,-1024,True,not_checked_complex_expression,287,76
comparison,medium,train-008050,b,arithmetic_word_problem,False,False,129_256,negative,d4_5,-1024,True,False,,True,True,solved,none,-1024,True,not_checked_complex_expression,333,70
comparison,medium,train-009106,a,geometry,True,False,129_256,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,349,100
comparison,medium,train-009106,b,geometry,True,False,129_256,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,476,214
comparison,medium,train-009400,a,combinatorics_probability,True,False,257_512,positive,d6_plus,518400,True,False,,True,True,solved,none,518400,True,not_checked_complex_expression,1271,930
comparison,medium,train-009400,b,combinatorics_probability,True,False,257_512,positive,d6_plus,518400,True,False,,True,True,solved,none,518400,True,not_checked_complex_expression,1317,1034
comparison,medium,train-009414,a,number_theory,True,True,129_256,positive,d2,11,True,False,,True,True,solved,none,11,True,not_checked_complex_expression,626,332
comparison,medium,train-009414,b,number_theory,True,True,129_256,positive,d2,11,True,False,,True,True,solved,none,11,True,not_checked_complex_expression,434,195
comparison,medium,train-009669,a,number_theory,True,False,gt512,positive,d3,396,True,False,,True,True,solved,none,787,False,label_mismatch|not_checked_complex_expression,2569,2209
comparison,medium,train-009669,b,number_theory,True,False,gt512,positive,d3,396,False,True,max_output_tokens,False,False,missing,missing,,False,response_incomplete:max_output_tokens,6144,6144
comparison,medium,train-009903,a,arithmetic_word_problem,False,True,257_512,negative,d1,-1,True,False,,True,True,unsuitable,non_integer_answer,,False,unsuitable:non_integer_answer,558,254
comparison,medium,train-009903,b,arithmetic_word_problem,False,True,257_512,negative,d1,-1,True,False,,True,True,unsuitable,non_integer_answer,,False,unsuitable:non_integer_answer,707,406
comparison,medium,train-010982,a,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,369,117
comparison,medium,train-010982,b,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,308,81
comparison,medium,train-011275,a,arithmetic_word_problem,False,False,le128,negative,d3,-501,True,False,,True,True,unsuitable,non_numeric_answer,,False,unsuitable:non_numeric_answer,371,123
comparison,medium,train-011275,b,arithmetic_word_problem,False,False,le128,negative,d3,-501,True,False,,True,True,unsuitable,non_numeric_answer,,False,unsuitable:non_numeric_answer,290,47
comparison,medium,train-011302,a,combinatorics_probability,True,False,257_512,positive,d6_plus,665280,True,False,,True,True,solved,none,332640,False,label_mismatch|not_checked_complex_expression,398,118
comparison,medium,train-011302,b,combinatorics_probability,True,False,257_512,positive,d6_plus,665280,True,False,,True,True,solved,none,332640,False,label_mismatch|not_checked_complex_expression,353,104
comparison,medium,train-011721,a,number_theory,True,False,257_512,positive,d6_plus,757575,True,False,,True,True,solved,none,693147,False,label_mismatch|not_checked_complex_expression,3181,3000
comparison,medium,train-011721,b,number_theory,True,False,257_512,positive,d6_plus,757575,True,False,,True,True,solved,none,615000,False,label_mismatch|not_checked_complex_expression,3833,3528
comparison,medium,train-011934,a,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,194,0
comparison,medium,train-011934,b,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,222,0
comparison,medium,train-012372,a,combinatorics_probability,True,False,257_512,positive,d6_plus,222480,True,False,,True,True,solved,none,222480,True,not_checked_complex_expression,495,213
comparison,medium,train-012372,b,combinatorics_probability,True,False,257_512,positive,d6_plus,222480,True,False,,True,True,solved,none,222480,True,not_checked_complex_expression,484,215
comparison,medium,train-012486,a,geometry,True,True,129_256,positive,d4_5,2100,True,False,,True,True,solved,none,2100,True,not_checked_complex_expression,337,62
comparison,medium,train-012486,b,geometry,True,True,129_256,positive,d4_5,2100,True,False,,True,True,solved,none,2100,True,not_checked_complex_expression,319,53
comparison,medium,train-012517,a,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,393,113
comparison,medium,train-012517,b,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,366,98
comparison,medium,train-012715,a,arithmetic_word_problem,False,False,le128,negative,d3,-150,True,False,,True,True,solved,none,-150,True,not_checked_complex_expression,373,117
