id,status,grade,reason
train-000165,unprocessed,,medium_quality_gate_failed
train-000166,unprocessed,,medium_quality_gate_failed
train-000167,unprocessed,,medium_quality_gate_failed
train-000168,unprocessed,,medium_quality_gate_failed
train-000169,unprocessed,,medium_quality_gate_failed
train-000170,unprocessed,,medium_quality_gate_failed
train-000171,unprocessed,,medium_quality_gate_failed
train-000174,unprocessed,,medium_quality_gate_failed
train-000175,unprocessed,,medium_quality_gate_failed
train-000179,unprocessed,,medium_quality_gate_failed
train-000180,unprocessed,,medium_quality_gate_failed
train-000181,unprocessed,,medium_quality_gate_failed
train-000182,unprocessed,,medium_quality_gate_failed
train-000183,unprocessed,,medium_quality_gate_failed
train-000184,unprocessed,,medium_quality_gate_failed
train-000185,unprocessed,,medium_quality_gate_failed
train-000186,unprocessed,,medium_quality_gate_failed
train-000187,unprocessed,,medium_quality_gate_failed
train-000190,unprocessed,,medium_quality_gate_failed
train-000191,unprocessed,,medium_quality_gate_failed
train-000192,unprocessed,,medium_quality_gate_failed
train-000194,unprocessed,,medium_quality_gate_failed
train-000195,unprocessed,,medium_quality_gate_failed
train-000197,unprocessed,,medium_quality_gate_failed
train-000198,unprocessed,,medium_quality_gate_failed
train-000199,unprocessed,,medium_quality_gate_failed
train-000200,unprocessed,,medium_quality_gate_failed
train-000201,unprocessed,,medium_quality_gate_failed
train-000203,unprocessed,,medium_quality_gate_failed
train-000204,unprocessed,,medium_quality_gate_failed
train-000205,unprocessed,,medium_quality_gate_failed
train-000206,unprocessed,,medium_quality_gate_failed
train-000207,unprocessed,,medium_quality_gate_failed
train-000208,unprocessed,,medium_quality_gate_failed
train-000209,unprocessed,,medium_quality_gate_failed
train-000215,unprocessed,,medium_quality_gate_failed
train-000216,unprocessed,,medium_quality_gate_failed
train-000217,unprocessed,,medium_quality_gate_failed
train-000218,unprocessed,,medium_quality_gate_failed
train-000219,unprocessed,,medium_quality_gate_failed
train-000220,unprocessed,,medium_quality_gate_failed
train-000223,unprocessed,,medium_quality_gate_failed
train-000226,unprocessed,,medium_quality_gate_failed
train-000227,unprocessed,,medium_quality_gate_failed
train-000228,unprocessed,,medium_quality_gate_failed
train-000229,unprocessed,,medium_quality_gate_failed
train-000230,unprocessed,,medium_quality_gate_failed
train-000232,unprocessed,,medium_quality_gate_failed
train-000233,unprocessed,,medium_quality_gate_failed
train-000235,unprocessed,,medium_quality_gate_failed
train-000236,unprocessed,,medium_quality_gate_failed
train-000238,unprocessed,,medium_quality_gate_failed
train-000240,unprocessed,,medium_quality_gate_failed
train-000241,unprocessed,,medium_quality_gate_failed
train-000243,unprocessed,,medium_quality_gate_failed
train-000244,unprocessed,,medium_quality_gate_failed
train-000245,unprocessed,,medium_quality_gate_failed
train-000247,unprocessed,,medium_quality_gate_failed
train-000248,unprocessed,,medium_quality_gate_failed
train-000249,unprocessed,,medium_quality_gate_failed
train-000250,unprocessed,,medium_quality_gate_failed
train-000251,unprocessed,,medium_quality_gate_failed
train-000252,unprocessed,,medium_quality_gate_failed
train-000253,unprocessed,,medium_quality_gate_failed
train-000254,unprocessed,,medium_quality_gate_failed
train-000255,unprocessed,,medium_quality_gate_failed
train-000256,unprocessed,,medium_quality_gate_failed
train-000258,unprocessed,,medium_quality_gate_failed
train-000259,unprocessed,,medium_quality_gate_failed
train-000261,unprocessed,,medium_quality_gate_failed
train-000262,unprocessed,,medium_quality_gate_failed
train-000265,unprocessed,,medium_quality_gate_failed
train-000266,unprocessed,,medium_quality_gate_failed
train-000267,unprocessed,,medium_quality_gate_failed
train-000268,unprocessed,,medium_quality_gate_failed
train-000269,unprocessed,,medium_quality_gate_failed
train-000271,unprocessed,,medium_quality_gate_failed
train-000272,unprocessed,,medium_quality_gate_failed
train-000273,unprocessed,,medium_quality_gate_failed
train-000274,unprocessed,,medium_quality_gate_failed
train-000275,unprocessed,,medium_quality_gate_failed
train-000277,unprocessed,,medium_quality_gate_failed
train-000278,unprocessed,,medium_quality_gate_failed
train-000279,unprocessed,,medium_quality_gate_failed
train-000281,unprocessed,,medium_quality_gate_failed
train-000283,unprocessed,,medium_quality_gate_failed
train-000285,unprocessed,,medium_quality_gate_failed
train-000286,unprocessed,,medium_quality_gate_failed
train-000287,unprocessed,,medium_quality_gate_failed
train-000288,unprocessed,,medium_quality_gate_failed
train-000293,unprocessed,,medium_quality_gate_failed
train-000296,unprocessed,,medium_quality_gate_failed
train-000297,unprocessed,,medium_quality_gate_failed
train-000298,unprocessed,,medium_quality_gate_failed
train-000299,unprocessed,,medium_quality_gate_failed
train-000300,unprocessed,,medium_quality_gate_failed
train-000301,unprocessed,,medium_quality_gate_failed
train-000302,unprocessed,,medium_quality_gate_failed
train-000303,unprocessed,,medium_quality_gate_failed
train-000305,unprocessed,,medium_quality_gate_failed
train-000307,unprocessed,,medium_quality_gate_failed
train-000308,unprocessed,,medium_quality_gate_failed
train-000309,unprocessed,,medium_quality_gate_failed
train-000310,unprocessed,,medium_quality_gate_failed
train-000311,unprocessed,,medium_quality_gate_failed
train-000313,unprocessed,,medium_quality_gate_failed
train-000314,unprocessed,,medium_quality_gate_failed
train-000316,unprocessed,,medium_quality_gate_failed
train-000317,unprocessed,,medium_quality_gate_failed
train-000318,unprocessed,,medium_quality_gate_failed
train-000319,unprocessed,,medium_quality_gate_failed
train-000320,unprocessed,,medium_quality_gate_failed
train-000323,unprocessed,,medium_quality_gate_failed
train-000324,unprocessed,,medium_quality_gate_failed
train-000325,unprocessed,,medium_quality_gate_failed
train-000326,unprocessed,,medium_quality_gate_failed
train-000327,unprocessed,,medium_quality_gate_failed
train-000328,unprocessed,,medium_quality_gate_failed
train-000330,unprocessed,,medium_quality_gate_failed
train-000331,unprocessed,,medium_quality_gate_failed
train-000332,unprocessed,,medium_quality_gate_failed
train-000333,unprocessed,,medium_quality_gate_failed
train-000334,unprocessed,,medium_quality_gate_failed
train-000335,unprocessed,,medium_quality_gate_failed
train-000336,unprocessed,,medium_quality_gate_failed
train-000337,unprocessed,,medium_quality_gate_failed
train-000338,unprocessed,,medium_quality_gate_failed
train-000340,unprocessed,,medium_quality_gate_failed
train-000342,unprocessed,,medium_quality_gate_failed
train-000343,unprocessed,,medium_quality_gate_failed
train-000345,unprocessed,,medium_quality_gate_failed
train-000346,unprocessed,,medium_quality_gate_failed
train-000348,unprocessed,,medium_quality_gate_failed
train-000349,unprocessed,,medium_quality_gate_failed
train-000350,unprocessed,,medium_quality_gate_failed
train-000351,unprocessed,,medium_quality_gate_failed
train-000352,unprocessed,,medium_quality_gate_failed
train-000353,unprocessed,,medium_quality_gate_failed
train-000354,unprocessed,,medium_quality_gate_failed
train-000360,unprocessed,,medium_quality_gate_failed
train-000361,unprocessed,,medium_quality_gate_failed
train-000362,unprocessed,,medium_quality_gate_failed
train-000364,unprocessed,,medium_quality_gate_failed
train-000365,unprocessed,,medium_quality_gate_failed
train-000366,unprocessed,,medium_quality_gate_failed
train-000367,unprocessed,,medium_quality_gate_failed
train-000368,unprocessed,,medium_quality_gate_failed
train-000369,unprocessed,,medium_quality_gate_failed
train-000370,unprocessed,,medium_quality_gate_failed
train-000371,unprocessed,,medium_quality_gate_failed
train-000373,unprocessed,,medium_quality_gate_failed
train-000375,unprocessed,,medium_quality_gate_failed
train-000378,unprocessed,,medium_quality_gate_failed
train-000382,unprocessed,,medium_quality_gate_failed
train-000385,unprocessed,,medium_quality_gate_failed
train-000386,unprocessed,,medium_quality_gate_failed
train-000387,unprocessed,,medium_quality_gate_failed
train-000388,unprocessed,,medium_quality_gate_failed
train-000390,unprocessed,,medium_quality_gate_failed
train-000391,unprocessed,,medium_quality_gate_failed
train-000392,unprocessed,,medium_quality_gate_failed
train-000393,unprocessed,,medium_quality_gate_failed
train-000394,unprocessed,,medium_quality_gate_failed
train-000395,unprocessed,,medium_quality_gate_failed
train-000397,unprocessed,,medium_quality_gate_failed
train-000398,unprocessed,,medium_quality_gate_failed
train-000400,unprocessed,,medium_quality_gate_failed
train-000404,unprocessed,,medium_quality_gate_failed
train-000405,unprocessed,,medium_quality_gate_failed
train-000406,unprocessed,,medium_quality_gate_failed
train-000407,unprocessed,,medium_quality_gate_failed
train-000412,unprocessed,,medium_quality_gate_failed
train-000413,unprocessed,,medium_quality_gate_failed
train-000415,unprocessed,,medium_quality_gate_failed
train-000416,unprocessed,,medium_quality_gate_failed
train-000417,unprocessed,,medium_quality_gate_failed
train-000418,unprocessed,,medium_quality_gate_failed
train-000419,unprocessed,,medium_quality_gate_failed
train-000420,unprocessed,,medium_quality_gate_failed
train-000421,unprocessed,,medium_quality_gate_failed
train-000422,unprocessed,,medium_quality_gate_failed
train-000423,unprocessed,,medium_quality_gate_failed
train-000424,unprocessed,,medium_quality_gate_failed
train-000425,unprocessed,,medium_quality_gate_failed
train-000427,unprocessed,,medium_quality_gate_failed
train-000428,unprocessed,,medium_quality_gate_failed
train-000430,unprocessed,,medium_quality_gate_failed
train-000431,unprocessed,,medium_quality_gate_failed
train-000433,unprocessed,,medium_quality_gate_failed
train-000434,unprocessed,,medium_quality_gate_failed
train-000435,unprocessed,,medium_quality_gate_failed
train-000436,unprocessed,,medium_quality_gate_failed
train-000437,unprocessed,,medium_quality_gate_failed
train-000438,unprocessed,,medium_quality_gate_failed
train-000439,unprocessed,,medium_quality_gate_failed
train-000441,unprocessed,,medium_quality_gate_failed
train-000443,unprocessed,,medium_quality_gate_failed
train-000444,unprocessed,,medium_quality_gate_failed
train-000445,unprocessed,,medium_quality_gate_failed
train-000446,unprocessed,,medium_quality_gate_failed
train-000447,unprocessed,,medium_quality_gate_failed
train-000448,unprocessed,,medium_quality_gate_failed
train-000450,unprocessed,,medium_quality_gate_failed
train-000454,unprocessed,,medium_quality_gate_failed
train-000456,unprocessed,,medium_quality_gate_failed
train-000457,unprocessed,,medium_quality_gate_failed
train-000458,unprocessed,,medium_quality_gate_failed
train-000459,unprocessed,,medium_quality_gate_failed
train-000460,unprocessed,,medium_quality_gate_failed
train-000462,unprocessed,,medium_quality_gate_failed
train-000466,unprocessed,,medium_quality_gate_failed
train-000467,unprocessed,,medium_quality_gate_failed
train-000469,unprocessed,,medium_quality_gate_failed
train-000470,unprocessed,,medium_quality_gate_failed
train-000471,unprocessed,,medium_quality_gate_failed
train-000472,unprocessed,,medium_quality_gate_failed
train-000473,unprocessed,,medium_quality_gate_failed
train-000474,unprocessed,,medium_quality_gate_failed
train-000476,unprocessed,,medium_quality_gate_failed
train-000478,unprocessed,,medium_quality_gate_failed
train-000479,unprocessed,,medium_quality_gate_failed
train-000480,unprocessed,,medium_quality_gate_failed
train-000484,unprocessed,,medium_quality_gate_failed
train-000486,unprocessed,,medium_quality_gate_failed
train-000487,unprocessed,,medium_quality_gate_failed
train-000488,unprocessed,,medium_quality_gate_failed
train-000490,unprocessed,,medium_quality_gate_failed
train-000491,unprocessed,,medium_quality_gate_failed
train-000493,unprocessed,,medium_quality_gate_failed
train-000494,unprocessed,,medium_quality_gate_failed
train-000495,unprocessed,,medium_quality_gate_failed
train-000497,unprocessed,,medium_quality_gate_failed
train-000498,unprocessed,,medium_quality_gate_failed
train-000500,unprocessed,,medium_quality_gate_failed
train-000502,unprocessed,,medium_quality_gate_failed
train-000503,unprocessed,,medium_quality_gate_failed
train-000504,unprocessed,,medium_quality_gate_failed
train-000505,unprocessed,,medium_quality_gate_failed
train-000507,unprocessed,,medium_quality_gate_failed
train-000510,unprocessed,,medium_quality_gate_failed
train-000511,unprocessed,,medium_quality_gate_failed
train-000512,unprocessed,,medium_quality_gate_failed
train-000513,unprocessed,,medium_quality_gate_failed
train-000514,unprocessed,,medium_quality_gate_failed
train-000517,unprocessed,,medium_quality_gate_failed
train-000519,unprocessed,,medium_quality_gate_failed
train-000520,unprocessed,,medium_quality_gate_failed
train-000521,unprocessed,,medium_quality_gate_failed
train-000523,unprocessed,,medium_quality_gate_failed
train-000524,unprocessed,,medium_quality_gate_failed
train-000525,unprocessed,,medium_quality_gate_failed
train-000526,unprocessed,,medium_quality_gate_failed
train-000527,unprocessed,,medium_quality_gate_failed
train-000528,unprocessed,,medium_quality_gate_failed
train-000529,unprocessed,,medium_quality_gate_failed
train-000530,unprocessed,,medium_quality_gate_failed
train-000531,unprocessed,,medium_quality_gate_failed
train-000532,unprocessed,,medium_quality_gate_failed
train-000533,unprocessed,,medium_quality_gate_failed
train-000534,unprocessed,,medium_quality_gate_failed
train-000536,unprocessed,,medium_quality_gate_failed
train-000537,unprocessed,,medium_quality_gate_failed
train-000541,unprocessed,,medium_quality_gate_failed
train-000542,unprocessed,,medium_quality_gate_failed
train-000543,unprocessed,,medium_quality_gate_failed
train-000545,unprocessed,,medium_quality_gate_failed
train-000546,unprocessed,,medium_quality_gate_failed
train-000547,unprocessed,,medium_quality_gate_failed
train-000548,unprocessed,,medium_quality_gate_failed
train-000550,unprocessed,,medium_quality_gate_failed
train-000552,unprocessed,,medium_quality_gate_failed
train-000553,unprocessed,,medium_quality_gate_failed
train-000554,unprocessed,,medium_quality_gate_failed
train-000555,unprocessed,,medium_quality_gate_failed
train-000556,unprocessed,,medium_quality_gate_failed
train-000557,unprocessed,,medium_quality_gate_failed
train-000558,unprocessed,,medium_quality_gate_failed
train-000560,unprocessed,,medium_quality_gate_failed
train-000561,unprocessed,,medium_quality_gate_failed
train-000562,unprocessed,,medium_quality_gate_failed
train-000563,unprocessed,,medium_quality_gate_failed
train-000564,unprocessed,,medium_quality_gate_failed
train-000565,unprocessed,,medium_quality_gate_failed
train-000566,unprocessed,,medium_quality_gate_failed
train-000567,unprocessed,,medium_quality_gate_failed
train-000569,unprocessed,,medium_quality_gate_failed
train-000570,unprocessed,,medium_quality_gate_failed
train-000571,unprocessed,,medium_quality_gate_failed
train-000572,unprocessed,,medium_quality_gate_failed
train-000573,unprocessed,,medium_quality_gate_failed
train-000574,unprocessed,,medium_quality_gate_failed
train-000576,unprocessed,,medium_quality_gate_failed
train-000578,unprocessed,,medium_quality_gate_failed
train-000579,unprocessed,,medium_quality_gate_failed
train-000580,unprocessed,,medium_quality_gate_failed
train-000582,unprocessed,,medium_quality_gate_failed
train-000584,unprocessed,,medium_quality_gate_failed
train-000586,unprocessed,,medium_quality_gate_failed
train-000587,unprocessed,,medium_quality_gate_failed
train-000589,unprocessed,,medium_quality_gate_failed
train-000590,unprocessed,,medium_quality_gate_failed
train-000591,unprocessed,,medium_quality_gate_failed
train-000592,unprocessed,,medium_quality_gate_failed
train-000593,unprocessed,,medium_quality_gate_failed
train-000594,unprocessed,,medium_quality_gate_failed
train-000595,unprocessed,,medium_quality_gate_failed
train-000596,unprocessed,,medium_quality_gate_failed
train-000597,unprocessed,,medium_quality_gate_failed
train-000598,unprocessed,,medium_quality_gate_failed
train-000599,unprocessed,,medium_quality_gate_failed
train-000600,unprocessed,,medium_quality_gate_failed
train-000601,unprocessed,,medium_quality_gate_failed
train-000602,unprocessed,,medium_quality_gate_failed
train-000603,unprocessed,,medium_quality_gate_failed
train-000604,unprocessed,,medium_quality_gate_failed
train-000605,unprocessed,,medium_quality_gate_failed
train-000606,unprocessed,,medium_quality_gate_failed
train-000607,unprocessed,,medium_quality_gate_failed
train-000608,unprocessed,,medium_quality_gate_failed
train-000611,unprocessed,,medium_quality_gate_failed
train-000612,unprocessed,,medium_quality_gate_failed
train-000613,unprocessed,,medium_quality_gate_failed
train-000614,unprocessed,,medium_quality_gate_failed
train-000615,unprocessed,,medium_quality_gate_failed
train-000616,unprocessed,,medium_quality_gate_failed
train-000617,unprocessed,,medium_quality_gate_failed
train-000618,unprocessed,,medium_quality_gate_failed
train-000619,unprocessed,,medium_quality_gate_failed
train-000620,unprocessed,,medium_quality_gate_failed
train-000623,unprocessed,,medium_quality_gate_failed
train-000627,unprocessed,,medium_quality_gate_failed
train-000628,unprocessed,,medium_quality_gate_failed
train-000629,unprocessed,,medium_quality_gate_failed
train-000631,unprocessed,,medium_quality_gate_failed
train-000632,unprocessed,,medium_quality_gate_failed
train-000633,unprocessed,,medium_quality_gate_failed
train-000634,unprocessed,,medium_quality_gate_failed
train-000635,unprocessed,,medium_quality_gate_failed
train-000636,unprocessed,,medium_quality_gate_failed
train-000637,unprocessed,,medium_quality_gate_failed
train-000638,unprocessed,,medium_quality_gate_failed
train-000639,unprocessed,,medium_quality_gate_failed
train-000640,unprocessed,,medium_quality_gate_failed
train-000641,unprocessed,,medium_quality_gate_failed
train-000642,unprocessed,,medium_quality_gate_failed
train-000643,unprocessed,,medium_quality_gate_failed
train-000644,unprocessed,,medium_quality_gate_failed
train-000647,unprocessed,,medium_quality_gate_failed
train-000648,unprocessed,,medium_quality_gate_failed
train-000649,unprocessed,,medium_quality_gate_failed
train-000650,unprocessed,,medium_quality_gate_failed
train-000652,unprocessed,,medium_quality_gate_failed
train-000654,unprocessed,,medium_quality_gate_failed
train-000655,unprocessed,,medium_quality_gate_failed
train-000656,unprocessed,,medium_quality_gate_failed
train-000657,unprocessed,,medium_quality_gate_failed
train-000660,unprocessed,,medium_quality_gate_failed
train-000661,unprocessed,,medium_quality_gate_failed
train-000662,unprocessed,,medium_quality_gate_failed
train-000663,unprocessed,,medium_quality_gate_failed
train-000664,unprocessed,,medium_quality_gate_failed
train-000667,unprocessed,,medium_quality_gate_failed
train-000669,unprocessed,,medium_quality_gate_failed
train-000670,unprocessed,,medium_quality_gate_failed
train-000671,unprocessed,,medium_quality_gate_failed
train-000673,unprocessed,,medium_quality_gate_failed
train-000674,unprocessed,,medium_quality_gate_failed
train-000675,unprocessed,,medium_quality_gate_failed
train-000676,unprocessed,,medium_quality_gate_failed
train-000678,unprocessed,,medium_quality_gate_failed
train-000679,unprocessed,,medium_quality_gate_failed
train-000680,unprocessed,,medium_quality_gate_failed
train-000682,unprocessed,,medium_quality_gate_failed
train-000683,unprocessed,,medium_quality_gate_failed
train-000685,unprocessed,,medium_quality_gate_failed
train-000686,unprocessed,,medium_quality_gate_failed
train-000687,unprocessed,,medium_quality_gate_failed
train-000688,unprocessed,,medium_quality_gate_failed
train-000689,unprocessed,,medium_quality_gate_failed
train-000690,unprocessed,,medium_quality_gate_failed
train-000691,unprocessed,,medium_quality_gate_failed
train-000693,unprocessed,,medium_quality_gate_failed
train-000694,unprocessed,,medium_quality_gate_failed
train-000695,unprocessed,,medium_quality_gate_failed
train-000696,unprocessed,,medium_quality_gate_failed
train-000699,unprocessed,,medium_quality_gate_failed
train-000700,unprocessed,,medium_quality_gate_failed
train-000701,unprocessed,,medium_quality_gate_failed
train-000702,unprocessed,,medium_quality_gate_failed
train-000705,unprocessed,,medium_quality_gate_failed
train-000706,unprocessed,,medium_quality_gate_failed
train-000707,unprocessed,,medium_quality_gate_failed
train-000709,unprocessed,,medium_quality_gate_failed
train-000710,unprocessed,,medium_quality_gate_failed
train-000711,unprocessed,,medium_quality_gate_failed
train-000713,unprocessed,,medium_quality_gate_failed
train-000714,unprocessed,,medium_quality_gate_failed
train-000715,unprocessed,,medium_quality_gate_failed
train-000717,unprocessed,,medium_quality_gate_failed
train-000718,unprocessed,,medium_quality_gate_failed
train-000719,unprocessed,,medium_quality_gate_failed
train-000722,unprocessed,,medium_quality_gate_failed
train-000724,unprocessed,,medium_quality_gate_failed
train-000725,unprocessed,,medium_quality_gate_failed
train-000728,unprocessed,,medium_quality_gate_failed
train-000729,unprocessed,,medium_quality_gate_failed
train-000731,unprocessed,,medium_quality_gate_failed
train-000733,unprocessed,,medium_quality_gate_failed
train-000734,unprocessed,,medium_quality_gate_failed
train-000735,unprocessed,,medium_quality_gate_failed
train-000736,unprocessed,,medium_quality_gate_failed
train-000739,unprocessed,,medium_quality_gate_failed
train-000740,unprocessed,,medium_quality_gate_failed
train-000742,unprocessed,,medium_quality_gate_failed
train-000743,unprocessed,,medium_quality_gate_failed
train-000744,unprocessed,,medium_quality_gate_failed
train-000745,unprocessed,,medium_quality_gate_failed
train-000746,unprocessed,,medium_quality_gate_failed
train-000749,unprocessed,,medium_quality_gate_failed
train-000750,unprocessed,,medium_quality_gate_failed
train-000752,unprocessed,,medium_quality_gate_failed
train-000753,unprocessed,,medium_quality_gate_failed
train-000754,unprocessed,,medium_quality_gate_failed
train-000757,unprocessed,,medium_quality_gate_failed
train-000759,unprocessed,,medium_quality_gate_failed
train-000760,unprocessed,,medium_quality_gate_failed
train-000761,unprocessed,,medium_quality_gate_failed
train-000762,unprocessed,,medium_quality_gate_failed
train-000764,unprocessed,,medium_quality_gate_failed
train-000766,unprocessed,,medium_quality_gate_failed
train-000767,unprocessed,,medium_quality_gate_failed
train-000768,unprocessed,,medium_quality_gate_failed
train-000769,unprocessed,,medium_quality_gate_failed
train-000770,unprocessed,,medium_quality_gate_failed
train-000771,unprocessed,,medium_quality_gate_failed
train-000772,unprocessed,,medium_quality_gate_failed
train-000773,unprocessed,,medium_quality_gate_failed
train-000776,unprocessed,,medium_quality_gate_failed
train-000779,unprocessed,,medium_quality_gate_failed
train-000783,unprocessed,,medium_quality_gate_failed
train-000784,unprocessed,,medium_quality_gate_failed
train-000786,unprocessed,,medium_quality_gate_failed
train-000787,unprocessed,,medium_quality_gate_failed
train-000788,unprocessed,,medium_quality_gate_failed
train-000789,unprocessed,,medium_quality_gate_failed
train-000790,unprocessed,,medium_quality_gate_failed
train-000791,unprocessed,,medium_quality_gate_failed
train-000792,unprocessed,,medium_quality_gate_failed
train-000793,unprocessed,,medium_quality_gate_failed
train-000796,unprocessed,,medium_quality_gate_failed
train-000798,unprocessed,,medium_quality_gate_failed
train-000800,unprocessed,,medium_quality_gate_failed
train-000801,unprocessed,,medium_quality_gate_failed
train-000802,unprocessed,,medium_quality_gate_failed
train-000803,unprocessed,,medium_quality_gate_failed
train-000804,unprocessed,,medium_quality_gate_failed
train-000806,unprocessed,,medium_quality_gate_failed
train-000807,unprocessed,,medium_quality_gate_failed
train-000808,unprocessed,,medium_quality_gate_failed
train-000809,unprocessed,,medium_quality_gate_failed
train-000810,unprocessed,,medium_quality_gate_failed
