stage,effort,id,variant,problem_type,is_hard_type,has_unit,length_bucket,answer_sign,answer_magnitude,label,response_completed,truncated,incomplete_reason,json_parsed,schema_valid,status,issue_type,predicted_answer,label_match,validation_flags,output_tokens,reasoning_tokens
comparison,low,train-015988,b,arithmetic_word_problem,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,2,False,label_mismatch|not_checked_complex_expression,224,67
comparison,low,train-016645,a,number_theory,True,False,257_512,negative,d1,-8,True,False,,True,True,solved,none,-8,True,solution_below_target_length|not_checked_complex_expression,199,54
comparison,low,train-016645,b,number_theory,True,False,257_512,negative,d1,-8,True,False,,True,True,solved,none,-8,True,solution_below_target_length|not_checked_complex_expression,208,48
comparison,low,train-016994,a,arithmetic_word_problem,False,False,le128,negative,d2,-25,True,False,,True,True,solved,none,-25,True,solution_below_target_length|not_checked_complex_expression,147,38
comparison,low,train-016994,b,arithmetic_word_problem,False,False,le128,negative,d2,-25,True,False,,True,True,solved,none,-25,True,solution_below_target_length|not_checked_complex_expression,169,27
comparison,medium,train-000543,a,arithmetic_word_problem,False,True,gt512,positive,d3,160,True,False,,True,True,solved,none,160,True,not_checked_complex_expression,232,71
comparison,medium,train-000543,b,arithmetic_word_problem,False,True,gt512,positive,d3,160,True,False,,True,True,solved,none,160,True,not_checked_complex_expression,264,69
comparison,medium,train-000693,a,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,solution_below_target_length|not_checked_complex_expression,235,69
comparison,medium,train-000693,b,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,solution_below_target_length|not_checked_complex_expression,237,63
comparison,medium,train-000786,a,combinatorics_probability,True,True,257_512,positive,d2,12,True,False,,True,True,unsuitable,underdetermined,,False,unsuitable:underdetermined,460,266
comparison,medium,train-000786,b,combinatorics_probability,True,True,257_512,positive,d2,12,True,False,,True,True,unsuitable,multiple_outputs,,False,unsuitable:multiple_outputs,566,365
comparison,medium,train-001014,a,combinatorics_probability,True,False,129_256,positive,d6_plus,342720,True,False,,True,True,solved,none,316800,False,label_mismatch|not_checked_complex_expression,484,267
comparison,medium,train-001014,b,combinatorics_probability,True,False,129_256,positive,d6_plus,342720,True,False,,True,True,solved,none,270720,False,label_mismatch|not_checked_complex_expression,554,329
comparison,medium,train-001182,a,algebra,False,False,129_256,zero,d1,0,True,False,,True,True,unsuitable,underdetermined,,False,unsuitable:underdetermined,323,144
comparison,medium,train-001182,b,algebra,False,False,129_256,zero,d1,0,True,False,,True,True,unsuitable,underdetermined,,False,unsuitable:underdetermined,324,143
comparison,medium,train-002107,a,arithmetic_word_problem,True,True,257_512,positive,d6_plus,165000,True,False,,True,True,solved,none,165000,True,solution_below_target_length|not_checked_complex_expression,231,60
comparison,medium,train-002107,b,arithmetic_word_problem,True,True,257_512,positive,d6_plus,165000,True,False,,True,True,solved,none,165000,True,not_checked_complex_expression,253,77
comparison,medium,train-002258,a,number_theory,True,False,gt512,positive,d4_5,2309,False,True,max_output_tokens,False,False,missing,missing,,False,response_incomplete:max_output_tokens,4096,4096
comparison,medium,train-002258,b,number_theory,True,False,gt512,positive,d4_5,2309,False,True,max_output_tokens,False,False,missing,missing,,False,response_incomplete:max_output_tokens,4096,4013
comparison,medium,train-002559,a,combinatorics_probability,True,False,129_256,positive,d6_plus,511566,True,False,,True,True,solved,none,511566,True,not_checked_complex_expression,1263,1034
comparison,medium,train-002559,b,combinatorics_probability,True,False,129_256,positive,d6_plus,511566,True,False,,True,True,solved,none,511566,True,not_checked_complex_expression,1193,946
comparison,medium,train-003331,a,arithmetic_word_problem,False,True,gt512,positive,d3,300,True,False,,True,True,solved,none,300,True,solution_below_target_length|not_checked_complex_expression,202,46
comparison,medium,train-003331,b,arithmetic_word_problem,False,True,gt512,positive,d3,300,True,False,,True,True,solved,none,300,True,solution_below_target_length|not_checked_complex_expression,192,54
comparison,medium,train-003722,a,number_theory,True,True,129_256,positive,d2,10,True,False,,True,True,solved,none,10,True,solution_below_target_length|not_checked_complex_expression,181,59
comparison,medium,train-003722,b,number_theory,True,True,129_256,positive,d2,10,True,False,,True,True,solved,none,10,True,not_checked_complex_expression,257,97
comparison,medium,train-003748,a,combinatorics_probability,True,False,129_256,positive,d6_plus,103950,True,False,,True,True,solved,none,103950,True,solution_below_target_length|not_checked_complex_expression,202,54
comparison,medium,train-003748,b,combinatorics_probability,True,False,129_256,positive,d6_plus,103950,True,False,,True,True,solved,none,103950,True,solution_below_target_length|not_checked_complex_expression,212,59
comparison,medium,train-004121,a,geometry,True,True,257_512,positive,d4_5,1200,True,False,,True,True,solved,none,1200,True,not_checked_complex_expression,213,59
comparison,medium,train-004121,b,geometry,True,True,257_512,positive,d4_5,1200,True,False,,True,True,solved,none,1200,True,not_checked_complex_expression,282,81
comparison,medium,train-004271,a,algebra,False,False,129_256,negative,d2,-13,True,False,,True,True,unsuitable,other,,False,unsuitable:other,627,423
comparison,medium,train-004271,b,algebra,False,False,129_256,negative,d2,-13,True,False,,True,True,unsuitable,other,,False,unsuitable:other,390,187
comparison,medium,train-004776,a,arithmetic_word_problem,True,False,gt512,positive,d6_plus,351342,True,False,,True,True,unsuitable,multiple_outputs,,False,unsuitable:multiple_outputs,176,82
comparison,medium,train-004776,b,arithmetic_word_problem,True,False,gt512,positive,d6_plus,351342,True,False,,True,True,unsuitable,multiple_outputs,,False,unsuitable:multiple_outputs,251,140
comparison,medium,train-005472,a,arithmetic_word_problem,False,True,gt512,positive,d2,71,True,False,,True,True,solved,none,71,True,solution_below_target_length|not_checked_complex_expression,183,35
comparison,medium,train-005472,b,arithmetic_word_problem,False,True,gt512,positive,d2,71,True,False,,True,True,solved,none,71,True,solution_below_target_length|not_checked_complex_expression,183,30
comparison,medium,train-005623,a,geometry,True,True,le128,positive,d3,196,True,False,,True,True,solved,none,196,True,solution_below_target_length|not_checked_complex_expression,134,35
comparison,medium,train-005623,b,geometry,True,True,le128,positive,d3,196,True,False,,True,True,solved,none,196,True,solution_below_target_length|not_checked_complex_expression,162,28
comparison,medium,train-006817,a,number_theory,True,False,129_256,negative,d1,-7,True,False,,True,True,unsuitable,non_integer_answer,,False,unsuitable:non_integer_answer,372,197
comparison,medium,train-006817,b,number_theory,True,False,129_256,negative,d1,-7,True,False,,True,True,unsuitable,non_integer_answer,,False,unsuitable:non_integer_answer,405,256
comparison,medium,train-006933,a,geometry,True,False,gt512,positive,d4_5,8634,False,True,max_output_tokens,False,False,missing,missing,,False,response_incomplete:max_output_tokens,4096,4096
comparison,medium,train-006933,b,geometry,True,False,gt512,positive,d4_5,8634,False,True,max_output_tokens,False,False,missing,missing,,False,response_incomplete:max_output_tokens,4096,4096
comparison,medium,train-007773,a,geometry,True,False,le128,positive,d6_plus,208152,True,False,,True,True,solved,none,208152,True,not_checked_complex_expression,561,375
comparison,medium,train-007773,b,geometry,True,False,le128,positive,d6_plus,208152,True,False,,True,True,solved,none,208152,True,not_checked_complex_expression,391,201
comparison,medium,train-009669,a,number_theory,True,False,gt512,positive,d3,396,True,False,,True,True,solved,none,396,True,not_checked_complex_expression,4085,3763
comparison,medium,train-009669,b,number_theory,True,False,gt512,positive,d3,396,True,False,,True,True,solved,none,10000,False,label_mismatch|not_checked_complex_expression,2776,2506
comparison,medium,train-009757,a,geometry,True,True,257_512,positive,d4_5,1500,True,False,,True,True,unsuitable,non_numeric_answer,,False,unsuitable:non_numeric_answer,641,497
comparison,medium,train-009757,b,geometry,True,True,257_512,positive,d4_5,1500,True,False,,True,True,unsuitable,non_numeric_answer,,False,unsuitable:non_numeric_answer,941,747
comparison,medium,train-009764,a,combinatorics_probability,True,False,129_256,negative,d1,-3,True,False,,True,True,solved,none,-3,True,not_checked_complex_expression,487,280
comparison,medium,train-009764,b,combinatorics_probability,True,False,129_256,negative,d1,-3,True,False,,True,True,solved,none,-3,True,solution_below_target_length|not_checked_complex_expression,558,360
comparison,medium,train-009833,a,algebra,False,True,257_512,positive,d4_5,17711,True,False,,True,True,solved,none,21,False,label_mismatch|not_checked_complex_expression,1052,793
comparison,medium,train-009833,b,algebra,False,True,257_512,positive,d4_5,17711,True,False,,True,True,unsuitable,ambiguous,,False,unsuitable:ambiguous,1190,1034
comparison,medium,train-010480,a,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,solution_below_target_length|not_checked_complex_expression,186,49
comparison,medium,train-010480,b,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,solution_below_target_length|not_checked_complex_expression,186,50
comparison,medium,train-010791,a,algebra,False,False,129_256,negative,d3,-185,True,False,,True,True,solved,none,-185,True,solution_below_target_length|not_checked_complex_expression,226,83
comparison,medium,train-010791,b,algebra,False,False,129_256,negative,d3,-185,True,False,,True,True,solved,none,-185,True,solution_below_target_length|not_checked_complex_expression,330,151
comparison,medium,train-010982,a,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,solution_below_target_length|not_checked_complex_expression,234,63
comparison,medium,train-010982,b,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,solution_below_target_length|not_checked_complex_expression,224,86
comparison,medium,train-011311,a,combinatorics_probability,True,False,257_512,negative,d1,-1,True,False,,True,True,solved,none,5,False,label_mismatch,365,192
comparison,medium,train-011311,b,combinatorics_probability,True,False,257_512,negative,d1,-1,True,False,,True,True,solved,none,5,False,label_mismatch|not_checked_complex_expression,403,199
comparison,medium,train-011366,a,number_theory,True,True,257_512,positive,d3,281,True,False,,True,True,solved,none,211,False,label_mismatch|not_checked_complex_expression,2794,2500
comparison,medium,train-011366,b,number_theory,True,True,257_512,positive,d3,281,True,False,,True,True,solved,none,201,False,label_mismatch|not_checked_complex_expression,2705,2346
comparison,medium,train-011716,a,geometry,True,True,257_512,positive,d4_5,15625,True,False,,True,True,solved,none,31250,False,label_mismatch|not_checked_complex_expression,261,66
comparison,medium,train-011716,b,geometry,True,True,257_512,positive,d4_5,15625,True,False,,True,True,solved,none,31250,False,label_mismatch|not_checked_complex_expression,255,64
comparison,medium,train-011882,a,algebra,False,False,257_512,negative,d2,-35,True,False,,True,True,solved,none,-35,True,not_checked_complex_expression,1972,1725
comparison,medium,train-011882,b,algebra,False,False,257_512,negative,d2,-35,True,False,,True,True,solved,none,-35,True,not_checked_complex_expression,1216,938
comparison,medium,train-011934,a,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,solution_below_target_length|not_checked_complex_expression,190,65
comparison,medium,train-011934,b,algebra,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,solution_below_target_length|not_checked_complex_expression,188,58
comparison,medium,train-012715,a,arithmetic_word_problem,False,False,le128,negative,d3,-150,True,False,,True,True,solved,none,-150,True,solution_below_target_length|not_checked_complex_expression,311,131
comparison,medium,train-012715,b,arithmetic_word_problem,False,False,le128,negative,d3,-150,True,False,,True,True,solved,none,-150,True,solution_below_target_length|not_checked_complex_expression,321,134
comparison,medium,train-013054,a,number_theory,True,False,gt512,positive,d3,437,True,False,,True,True,solved,none,357,False,label_mismatch|solution_below_target_length|not_checked_complex_expression,220,111
comparison,medium,train-013054,b,number_theory,True,False,gt512,positive,d3,437,True,False,,True,True,solved,none,437,True,solution_below_target_length|not_checked_complex_expression,300,166
comparison,medium,train-013177,a,combinatorics_probability,True,True,129_256,positive,d2,12,True,False,,True,True,solved,none,12,True,solution_below_target_length|not_checked_complex_expression,357,208
comparison,medium,train-013177,b,combinatorics_probability,True,True,129_256,positive,d2,12,True,False,,True,True,solved,none,12,True,solution_below_target_length|not_checked_complex_expression,284,138
comparison,medium,train-014550,a,geometry,True,True,129_256,positive,d4_5,5600,True,False,,True,True,solved,none,5600,True,solution_below_target_length|not_checked_complex_expression,194,60
comparison,medium,train-014550,b,geometry,True,True,129_256,positive,d4_5,5600,True,False,,True,True,solved,none,5600,True,solution_below_target_length|not_checked_complex_expression,216,68
comparison,medium,train-014844,a,arithmetic_word_problem,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,solution_below_target_length|not_checked_complex_expression,290,115
comparison,medium,train-014844,b,arithmetic_word_problem,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,solution_below_target_length|not_checked_complex_expression,256,113
comparison,medium,train-015103,a,arithmetic_word_problem,False,False,le128,negative,d2,-18,True,False,,True,True,solved,none,-18,True,solution_below_target_length|not_checked_complex_expression,243,100
comparison,medium,train-015103,b,arithmetic_word_problem,False,False,le128,negative,d2,-18,True,False,,True,True,solved,none,-18,True,solution_below_target_length|not_checked_complex_expression,205,58
comparison,medium,train-015988,a,arithmetic_word_problem,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,2,False,label_mismatch|solution_below_target_length|not_checked_complex_expression,243,94
comparison,medium,train-015988,b,arithmetic_word_problem,False,False,le128,zero,d1,0,True,False,,True,True,solved,none,2,False,label_mismatch|not_checked_complex_expression,252,78
comparison,medium,train-016645,a,number_theory,True,False,257_512,negative,d1,-8,True,False,,True,True,solved,none,-8,True,solution_below_target_length|not_checked_complex_expression,190,51
