id,status,grade,candidate_count,reason
train-000091,unprocessed,,0,not_selected_or_gate_blocked
train-000092,unprocessed,,0,not_selected_or_gate_blocked
train-000093,unprocessed,,0,not_selected_or_gate_blocked
train-000094,unprocessed,,0,not_selected_or_gate_blocked
train-000095,unprocessed,,0,not_selected_or_gate_blocked
train-000096,unprocessed,,0,not_selected_or_gate_blocked
train-000097,unprocessed,,0,not_selected_or_gate_blocked
train-000098,unprocessed,,0,not_selected_or_gate_blocked
train-000100,unprocessed,,0,not_selected_or_gate_blocked
train-000101,unprocessed,,0,not_selected_or_gate_blocked
train-000102,unprocessed,,0,not_selected_or_gate_blocked
train-000105,unprocessed,,0,not_selected_or_gate_blocked
train-000106,unprocessed,,0,not_selected_or_gate_blocked
train-000107,unprocessed,,0,not_selected_or_gate_blocked
train-000109,unprocessed,,0,not_selected_or_gate_blocked
train-000110,unprocessed,,0,not_selected_or_gate_blocked
train-000111,unprocessed,,0,not_selected_or_gate_blocked
train-000112,unprocessed,,0,not_selected_or_gate_blocked
train-000114,unprocessed,,0,not_selected_or_gate_blocked
train-000115,unprocessed,,0,not_selected_or_gate_blocked
train-000116,unprocessed,,0,not_selected_or_gate_blocked
train-000117,unprocessed,,0,not_selected_or_gate_blocked
train-000118,unprocessed,,0,not_selected_or_gate_blocked
train-000119,unprocessed,,0,not_selected_or_gate_blocked
train-000120,unprocessed,,0,not_selected_or_gate_blocked
train-000121,unprocessed,,0,not_selected_or_gate_blocked
train-000122,unprocessed,,0,not_selected_or_gate_blocked
train-000123,unprocessed,,0,not_selected_or_gate_blocked
train-000124,unprocessed,,0,not_selected_or_gate_blocked
train-000125,unprocessed,,0,not_selected_or_gate_blocked
train-000126,unprocessed,,0,not_selected_or_gate_blocked
train-000127,unprocessed,,0,not_selected_or_gate_blocked
train-000128,unprocessed,,0,not_selected_or_gate_blocked
train-000129,unprocessed,,0,not_selected_or_gate_blocked
train-000131,unprocessed,,0,not_selected_or_gate_blocked
train-000132,unprocessed,,0,not_selected_or_gate_blocked
train-000133,unprocessed,,0,not_selected_or_gate_blocked
train-000134,unprocessed,,0,not_selected_or_gate_blocked
train-000135,unprocessed,,0,not_selected_or_gate_blocked
train-000136,unprocessed,,0,not_selected_or_gate_blocked
train-000138,unprocessed,,0,not_selected_or_gate_blocked
train-000139,unprocessed,,0,not_selected_or_gate_blocked
train-000140,unprocessed,,0,not_selected_or_gate_blocked
train-000141,unprocessed,,0,not_selected_or_gate_blocked
train-000142,unprocessed,,0,not_selected_or_gate_blocked
train-000145,unprocessed,,0,not_selected_or_gate_blocked
train-000146,unprocessed,,0,not_selected_or_gate_blocked
train-000147,unprocessed,,0,not_selected_or_gate_blocked
train-000148,unprocessed,,0,not_selected_or_gate_blocked
train-000152,unprocessed,,0,not_selected_or_gate_blocked
train-000154,unprocessed,,0,not_selected_or_gate_blocked
train-000156,unprocessed,,0,not_selected_or_gate_blocked
train-000157,unprocessed,,0,not_selected_or_gate_blocked
train-000159,unprocessed,,0,not_selected_or_gate_blocked
train-000161,unprocessed,,0,not_selected_or_gate_blocked
train-000162,unprocessed,,0,not_selected_or_gate_blocked
train-000165,unprocessed,,0,not_selected_or_gate_blocked
train-000166,unprocessed,,0,not_selected_or_gate_blocked
train-000167,unprocessed,,0,not_selected_or_gate_blocked
train-000168,unprocessed,,0,not_selected_or_gate_blocked
train-000169,unprocessed,,0,not_selected_or_gate_blocked
train-000170,unprocessed,,0,not_selected_or_gate_blocked
train-000171,unprocessed,,0,not_selected_or_gate_blocked
train-000174,unprocessed,,0,not_selected_or_gate_blocked
train-000175,unprocessed,,0,not_selected_or_gate_blocked
train-000179,unprocessed,,0,not_selected_or_gate_blocked
train-000180,unprocessed,,0,not_selected_or_gate_blocked
train-000181,unprocessed,,0,not_selected_or_gate_blocked
train-000182,unprocessed,,0,not_selected_or_gate_blocked
train-000183,unprocessed,,0,not_selected_or_gate_blocked
train-000184,unprocessed,,0,not_selected_or_gate_blocked
train-000185,unprocessed,,0,not_selected_or_gate_blocked
train-000186,unprocessed,,0,not_selected_or_gate_blocked
train-000187,unprocessed,,0,not_selected_or_gate_blocked
train-000190,unprocessed,,0,not_selected_or_gate_blocked
train-000191,unprocessed,,0,not_selected_or_gate_blocked
train-000192,unprocessed,,0,not_selected_or_gate_blocked
train-000194,unprocessed,,0,not_selected_or_gate_blocked
train-000195,unprocessed,,0,not_selected_or_gate_blocked
train-000197,unprocessed,,0,not_selected_or_gate_blocked
train-000198,unprocessed,,0,not_selected_or_gate_blocked
train-000199,unprocessed,,0,not_selected_or_gate_blocked
train-000200,unprocessed,,0,not_selected_or_gate_blocked
train-000201,unprocessed,,0,not_selected_or_gate_blocked
train-000203,unprocessed,,0,not_selected_or_gate_blocked
train-000204,unprocessed,,0,not_selected_or_gate_blocked
train-000205,unprocessed,,0,not_selected_or_gate_blocked
train-000206,unprocessed,,0,not_selected_or_gate_blocked
train-000207,unprocessed,,0,not_selected_or_gate_blocked
train-000208,unprocessed,,0,not_selected_or_gate_blocked
train-000209,unprocessed,,0,not_selected_or_gate_blocked
train-000215,unprocessed,,0,not_selected_or_gate_blocked
train-000216,unprocessed,,0,not_selected_or_gate_blocked
train-000217,unprocessed,,0,not_selected_or_gate_blocked
train-000218,unprocessed,,0,not_selected_or_gate_blocked
train-000219,unprocessed,,0,not_selected_or_gate_blocked
train-000220,unprocessed,,0,not_selected_or_gate_blocked
train-000223,unprocessed,,0,not_selected_or_gate_blocked
train-000226,unprocessed,,0,not_selected_or_gate_blocked
train-000227,unprocessed,,0,not_selected_or_gate_blocked
train-000228,unprocessed,,0,not_selected_or_gate_blocked
train-000229,unprocessed,,0,not_selected_or_gate_blocked
train-000230,unprocessed,,0,not_selected_or_gate_blocked
train-000232,unprocessed,,0,not_selected_or_gate_blocked
train-000233,unprocessed,,0,not_selected_or_gate_blocked
train-000235,unprocessed,,0,not_selected_or_gate_blocked
train-000236,unprocessed,,0,not_selected_or_gate_blocked
train-000238,unprocessed,,0,not_selected_or_gate_blocked
train-000240,unprocessed,,0,not_selected_or_gate_blocked
train-000241,unprocessed,,0,not_selected_or_gate_blocked
train-000243,unprocessed,,0,not_selected_or_gate_blocked
train-000244,unprocessed,,0,not_selected_or_gate_blocked
train-000245,unprocessed,,0,not_selected_or_gate_blocked
train-000247,unprocessed,,0,not_selected_or_gate_blocked
train-000248,unprocessed,,0,not_selected_or_gate_blocked
train-000249,unprocessed,,0,not_selected_or_gate_blocked
train-000250,unprocessed,,0,not_selected_or_gate_blocked
train-000251,unprocessed,,0,not_selected_or_gate_blocked
train-000252,unprocessed,,0,not_selected_or_gate_blocked
train-000253,unprocessed,,0,not_selected_or_gate_blocked
train-000254,unprocessed,,0,not_selected_or_gate_blocked
train-000255,unprocessed,,0,not_selected_or_gate_blocked
train-000258,unprocessed,,0,not_selected_or_gate_blocked
train-000259,unprocessed,,0,not_selected_or_gate_blocked
train-000260,unprocessed,,0,not_selected_or_gate_blocked
train-000261,unprocessed,,0,not_selected_or_gate_blocked
train-000262,unprocessed,,0,not_selected_or_gate_blocked
train-000265,unprocessed,,0,not_selected_or_gate_blocked
train-000266,unprocessed,,0,not_selected_or_gate_blocked
train-000267,unprocessed,,0,not_selected_or_gate_blocked
train-000268,unprocessed,,0,not_selected_or_gate_blocked
train-000269,unprocessed,,0,not_selected_or_gate_blocked
train-000271,unprocessed,,0,not_selected_or_gate_blocked
train-000272,unprocessed,,0,not_selected_or_gate_blocked
train-000273,unprocessed,,0,not_selected_or_gate_blocked
train-000274,unprocessed,,0,not_selected_or_gate_blocked
train-000275,unprocessed,,0,not_selected_or_gate_blocked
train-000277,unprocessed,,0,not_selected_or_gate_blocked
train-000278,unprocessed,,0,not_selected_or_gate_blocked
train-000279,unprocessed,,0,not_selected_or_gate_blocked
train-000281,unprocessed,,0,not_selected_or_gate_blocked
train-000283,unprocessed,,0,not_selected_or_gate_blocked
train-000284,unprocessed,,0,not_selected_or_gate_blocked
train-000286,unprocessed,,0,not_selected_or_gate_blocked
train-000287,unprocessed,,0,not_selected_or_gate_blocked
train-000288,unprocessed,,0,not_selected_or_gate_blocked
train-000293,unprocessed,,0,not_selected_or_gate_blocked
train-000296,unprocessed,,0,not_selected_or_gate_blocked
train-000297,unprocessed,,0,not_selected_or_gate_blocked
train-000298,unprocessed,,0,not_selected_or_gate_blocked
train-000299,unprocessed,,0,not_selected_or_gate_blocked
train-000300,unprocessed,,0,not_selected_or_gate_blocked
train-000301,unprocessed,,0,not_selected_or_gate_blocked
train-000302,unprocessed,,0,not_selected_or_gate_blocked
train-000303,unprocessed,,0,not_selected_or_gate_blocked
train-000305,unprocessed,,0,not_selected_or_gate_blocked
train-000307,unprocessed,,0,not_selected_or_gate_blocked
train-000308,unprocessed,,0,not_selected_or_gate_blocked
train-000309,unprocessed,,0,not_selected_or_gate_blocked
train-000310,unprocessed,,0,not_selected_or_gate_blocked
train-000311,unprocessed,,0,not_selected_or_gate_blocked
train-000312,unprocessed,,0,not_selected_or_gate_blocked
train-000313,unprocessed,,0,not_selected_or_gate_blocked
train-000314,unprocessed,,0,not_selected_or_gate_blocked
train-000316,unprocessed,,0,not_selected_or_gate_blocked
train-000317,unprocessed,,0,not_selected_or_gate_blocked
train-000318,unprocessed,,0,not_selected_or_gate_blocked
train-000319,unprocessed,,0,not_selected_or_gate_blocked
train-000320,unprocessed,,0,not_selected_or_gate_blocked
train-000323,unprocessed,,0,not_selected_or_gate_blocked
train-000324,unprocessed,,0,not_selected_or_gate_blocked
train-000325,unprocessed,,0,not_selected_or_gate_blocked
train-000327,unprocessed,,0,not_selected_or_gate_blocked
train-000328,unprocessed,,0,not_selected_or_gate_blocked
train-000330,unprocessed,,0,not_selected_or_gate_blocked
train-000331,unprocessed,,0,not_selected_or_gate_blocked
train-000332,unprocessed,,0,not_selected_or_gate_blocked
train-000333,unprocessed,,0,not_selected_or_gate_blocked
train-000334,unprocessed,,0,not_selected_or_gate_blocked
train-000335,unprocessed,,0,not_selected_or_gate_blocked
train-000336,unprocessed,,0,not_selected_or_gate_blocked
train-000337,unprocessed,,0,not_selected_or_gate_blocked
train-000338,unprocessed,,0,not_selected_or_gate_blocked
train-000340,unprocessed,,0,not_selected_or_gate_blocked
train-000342,unprocessed,,0,not_selected_or_gate_blocked
train-000343,unprocessed,,0,not_selected_or_gate_blocked
train-000345,unprocessed,,0,not_selected_or_gate_blocked
train-000346,unprocessed,,0,not_selected_or_gate_blocked
train-000348,unprocessed,,0,not_selected_or_gate_blocked
train-000349,unprocessed,,0,not_selected_or_gate_blocked
train-000350,unprocessed,,0,not_selected_or_gate_blocked
train-000351,unprocessed,,0,not_selected_or_gate_blocked
train-000352,unprocessed,,0,not_selected_or_gate_blocked
train-000353,unprocessed,,0,not_selected_or_gate_blocked
train-000354,unprocessed,,0,not_selected_or_gate_blocked
train-000356,unprocessed,,0,not_selected_or_gate_blocked
train-000360,unprocessed,,0,not_selected_or_gate_blocked
train-000361,unprocessed,,0,not_selected_or_gate_blocked
train-000362,unprocessed,,0,not_selected_or_gate_blocked
train-000364,unprocessed,,0,not_selected_or_gate_blocked
train-000365,unprocessed,,0,not_selected_or_gate_blocked
train-000366,unprocessed,,0,not_selected_or_gate_blocked
train-000367,unprocessed,,0,not_selected_or_gate_blocked
train-000368,unprocessed,,0,not_selected_or_gate_blocked
train-000369,unprocessed,,0,not_selected_or_gate_blocked
train-000370,unprocessed,,0,not_selected_or_gate_blocked
train-000371,unprocessed,,0,not_selected_or_gate_blocked
train-000373,unprocessed,,0,not_selected_or_gate_blocked
train-000375,unprocessed,,0,not_selected_or_gate_blocked
train-000378,unprocessed,,0,not_selected_or_gate_blocked
train-000382,unprocessed,,0,not_selected_or_gate_blocked
train-000385,unprocessed,,0,not_selected_or_gate_blocked
train-000386,unprocessed,,0,not_selected_or_gate_blocked
train-000387,unprocessed,,0,not_selected_or_gate_blocked
train-000388,unprocessed,,0,not_selected_or_gate_blocked
train-000390,unprocessed,,0,not_selected_or_gate_blocked
train-000391,unprocessed,,0,not_selected_or_gate_blocked
train-000392,unprocessed,,0,not_selected_or_gate_blocked
train-000393,unprocessed,,0,not_selected_or_gate_blocked
train-000394,unprocessed,,0,not_selected_or_gate_blocked
train-000395,unprocessed,,0,not_selected_or_gate_blocked
train-000397,unprocessed,,0,not_selected_or_gate_blocked
train-000398,unprocessed,,0,not_selected_or_gate_blocked
train-000400,unprocessed,,0,not_selected_or_gate_blocked
train-000403,unprocessed,,0,not_selected_or_gate_blocked
train-000404,unprocessed,,0,not_selected_or_gate_blocked
train-000405,unprocessed,,0,not_selected_or_gate_blocked
train-000406,unprocessed,,0,not_selected_or_gate_blocked
train-000407,unprocessed,,0,not_selected_or_gate_blocked
train-000412,unprocessed,,0,not_selected_or_gate_blocked
train-000413,unprocessed,,0,not_selected_or_gate_blocked
train-000414,unprocessed,,0,not_selected_or_gate_blocked
train-000415,unprocessed,,0,not_selected_or_gate_blocked
train-000416,unprocessed,,0,not_selected_or_gate_blocked
train-000417,unprocessed,,0,not_selected_or_gate_blocked
train-000418,unprocessed,,0,not_selected_or_gate_blocked
train-000419,unprocessed,,0,not_selected_or_gate_blocked
train-000420,unprocessed,,0,not_selected_or_gate_blocked
train-000421,unprocessed,,0,not_selected_or_gate_blocked
train-000422,unprocessed,,0,not_selected_or_gate_blocked
train-000423,unprocessed,,0,not_selected_or_gate_blocked
train-000424,unprocessed,,0,not_selected_or_gate_blocked
train-000425,unprocessed,,0,not_selected_or_gate_blocked
train-000427,unprocessed,,0,not_selected_or_gate_blocked
train-000428,unprocessed,,0,not_selected_or_gate_blocked
train-000429,unprocessed,,0,not_selected_or_gate_blocked
train-000430,unprocessed,,0,not_selected_or_gate_blocked
train-000431,unprocessed,,0,not_selected_or_gate_blocked
train-000433,unprocessed,,0,not_selected_or_gate_blocked
train-000434,unprocessed,,0,not_selected_or_gate_blocked
train-000435,unprocessed,,0,not_selected_or_gate_blocked
train-000436,unprocessed,,0,not_selected_or_gate_blocked
train-000437,unprocessed,,0,not_selected_or_gate_blocked
train-000438,unprocessed,,0,not_selected_or_gate_blocked
train-000439,unprocessed,,0,not_selected_or_gate_blocked
train-000441,unprocessed,,0,not_selected_or_gate_blocked
train-000443,unprocessed,,0,not_selected_or_gate_blocked
train-000444,unprocessed,,0,not_selected_or_gate_blocked
train-000445,unprocessed,,0,not_selected_or_gate_blocked
train-000446,unprocessed,,0,not_selected_or_gate_blocked
train-000447,unprocessed,,0,not_selected_or_gate_blocked
train-000448,unprocessed,,0,not_selected_or_gate_blocked
train-000450,unprocessed,,0,not_selected_or_gate_blocked
train-000454,unprocessed,,0,not_selected_or_gate_blocked
train-000456,unprocessed,,0,not_selected_or_gate_blocked
train-000457,unprocessed,,0,not_selected_or_gate_blocked
train-000458,unprocessed,,0,not_selected_or_gate_blocked
train-000459,unprocessed,,0,not_selected_or_gate_blocked
train-000460,unprocessed,,0,not_selected_or_gate_blocked
train-000462,unprocessed,,0,not_selected_or_gate_blocked
train-000466,unprocessed,,0,not_selected_or_gate_blocked
train-000467,unprocessed,,0,not_selected_or_gate_blocked
train-000469,unprocessed,,0,not_selected_or_gate_blocked
train-000470,unprocessed,,0,not_selected_or_gate_blocked
train-000471,unprocessed,,0,not_selected_or_gate_blocked
train-000472,unprocessed,,0,not_selected_or_gate_blocked
train-000473,unprocessed,,0,not_selected_or_gate_blocked
train-000474,unprocessed,,0,not_selected_or_gate_blocked
train-000476,unprocessed,,0,not_selected_or_gate_blocked
train-000478,unprocessed,,0,not_selected_or_gate_blocked
train-000479,unprocessed,,0,not_selected_or_gate_blocked
train-000480,unprocessed,,0,not_selected_or_gate_blocked
train-000484,unprocessed,,0,not_selected_or_gate_blocked
train-000486,unprocessed,,0,not_selected_or_gate_blocked
train-000487,unprocessed,,0,not_selected_or_gate_blocked
train-000488,unprocessed,,0,not_selected_or_gate_blocked
train-000490,unprocessed,,0,not_selected_or_gate_blocked
train-000491,unprocessed,,0,not_selected_or_gate_blocked
train-000493,unprocessed,,0,not_selected_or_gate_blocked
train-000494,unprocessed,,0,not_selected_or_gate_blocked
train-000495,unprocessed,,0,not_selected_or_gate_blocked
train-000497,unprocessed,,0,not_selected_or_gate_blocked
train-000498,unprocessed,,0,not_selected_or_gate_blocked
train-000500,unprocessed,,0,not_selected_or_gate_blocked
train-000502,unprocessed,,0,not_selected_or_gate_blocked
train-000503,unprocessed,,0,not_selected_or_gate_blocked
train-000504,unprocessed,,0,not_selected_or_gate_blocked
train-000505,unprocessed,,0,not_selected_or_gate_blocked
train-000507,unprocessed,,0,not_selected_or_gate_blocked
train-000510,unprocessed,,0,not_selected_or_gate_blocked
train-000511,unprocessed,,0,not_selected_or_gate_blocked
train-000512,unprocessed,,0,not_selected_or_gate_blocked
train-000513,unprocessed,,0,not_selected_or_gate_blocked
train-000514,unprocessed,,0,not_selected_or_gate_blocked
train-000517,unprocessed,,0,not_selected_or_gate_blocked
train-000519,unprocessed,,0,not_selected_or_gate_blocked
train-000520,unprocessed,,0,not_selected_or_gate_blocked
train-000521,unprocessed,,0,not_selected_or_gate_blocked
train-000523,unprocessed,,0,not_selected_or_gate_blocked
train-000524,unprocessed,,0,not_selected_or_gate_blocked
train-000525,unprocessed,,0,not_selected_or_gate_blocked
train-000526,unprocessed,,0,not_selected_or_gate_blocked
train-000527,unprocessed,,0,not_selected_or_gate_blocked
train-000528,unprocessed,,0,not_selected_or_gate_blocked
train-000529,unprocessed,,0,not_selected_or_gate_blocked
train-000530,unprocessed,,0,not_selected_or_gate_blocked
train-000531,unprocessed,,0,not_selected_or_gate_blocked
train-000532,unprocessed,,0,not_selected_or_gate_blocked
train-000533,unprocessed,,0,not_selected_or_gate_blocked
train-000534,unprocessed,,0,not_selected_or_gate_blocked
train-000536,unprocessed,,0,not_selected_or_gate_blocked
train-000537,unprocessed,,0,not_selected_or_gate_blocked
train-000541,unprocessed,,0,not_selected_or_gate_blocked
train-000542,unprocessed,,0,not_selected_or_gate_blocked
train-000545,unprocessed,,0,not_selected_or_gate_blocked
train-000546,unprocessed,,0,not_selected_or_gate_blocked
train-000547,unprocessed,,0,not_selected_or_gate_blocked
train-000548,unprocessed,,0,not_selected_or_gate_blocked
train-000550,unprocessed,,0,not_selected_or_gate_blocked
train-000552,unprocessed,,0,not_selected_or_gate_blocked
train-000553,unprocessed,,0,not_selected_or_gate_blocked
train-000554,unprocessed,,0,not_selected_or_gate_blocked
train-000555,unprocessed,,0,not_selected_or_gate_blocked
train-000557,unprocessed,,0,not_selected_or_gate_blocked
train-000558,unprocessed,,0,not_selected_or_gate_blocked
train-000560,unprocessed,,0,not_selected_or_gate_blocked
train-000561,unprocessed,,0,not_selected_or_gate_blocked
train-000562,unprocessed,,0,not_selected_or_gate_blocked
train-000563,unprocessed,,0,not_selected_or_gate_blocked
train-000564,unprocessed,,0,not_selected_or_gate_blocked
train-000565,unprocessed,,0,not_selected_or_gate_blocked
train-000566,unprocessed,,0,not_selected_or_gate_blocked
train-000567,unprocessed,,0,not_selected_or_gate_blocked
train-000569,unprocessed,,0,not_selected_or_gate_blocked
train-000570,unprocessed,,0,not_selected_or_gate_blocked
train-000571,unprocessed,,0,not_selected_or_gate_blocked
train-000572,unprocessed,,0,not_selected_or_gate_blocked
train-000573,unprocessed,,0,not_selected_or_gate_blocked
train-000574,unprocessed,,0,not_selected_or_gate_blocked
train-000575,unprocessed,,0,not_selected_or_gate_blocked
train-000576,unprocessed,,0,not_selected_or_gate_blocked
train-000578,unprocessed,,0,not_selected_or_gate_blocked
train-000579,unprocessed,,0,not_selected_or_gate_blocked
train-000580,unprocessed,,0,not_selected_or_gate_blocked
train-000582,unprocessed,,0,not_selected_or_gate_blocked
train-000584,unprocessed,,0,not_selected_or_gate_blocked
train-000585,unprocessed,,0,not_selected_or_gate_blocked
train-000586,unprocessed,,0,not_selected_or_gate_blocked
train-000587,unprocessed,,0,not_selected_or_gate_blocked
train-000589,unprocessed,,0,not_selected_or_gate_blocked
train-000590,unprocessed,,0,not_selected_or_gate_blocked
train-000591,unprocessed,,0,not_selected_or_gate_blocked
train-000592,unprocessed,,0,not_selected_or_gate_blocked
train-000594,unprocessed,,0,not_selected_or_gate_blocked
train-000595,unprocessed,,0,not_selected_or_gate_blocked
train-000596,unprocessed,,0,not_selected_or_gate_blocked
train-000597,unprocessed,,0,not_selected_or_gate_blocked
train-000598,unprocessed,,0,not_selected_or_gate_blocked
train-000600,unprocessed,,0,not_selected_or_gate_blocked
train-000601,unprocessed,,0,not_selected_or_gate_blocked
train-000602,unprocessed,,0,not_selected_or_gate_blocked
train-000603,unprocessed,,0,not_selected_or_gate_blocked
train-000604,unprocessed,,0,not_selected_or_gate_blocked
train-000605,unprocessed,,0,not_selected_or_gate_blocked
train-000606,unprocessed,,0,not_selected_or_gate_blocked
train-000607,unprocessed,,0,not_selected_or_gate_blocked
train-000608,unprocessed,,0,not_selected_or_gate_blocked
train-000612,unprocessed,,0,not_selected_or_gate_blocked
train-000613,unprocessed,,0,not_selected_or_gate_blocked
train-000614,unprocessed,,0,not_selected_or_gate_blocked
train-000615,unprocessed,,0,not_selected_or_gate_blocked
train-000616,unprocessed,,0,not_selected_or_gate_blocked
train-000617,unprocessed,,0,not_selected_or_gate_blocked
train-000618,unprocessed,,0,not_selected_or_gate_blocked
train-000619,unprocessed,,0,not_selected_or_gate_blocked
train-000620,unprocessed,,0,not_selected_or_gate_blocked
train-000623,unprocessed,,0,not_selected_or_gate_blocked
train-000627,unprocessed,,0,not_selected_or_gate_blocked
train-000628,unprocessed,,0,not_selected_or_gate_blocked
train-000629,unprocessed,,0,not_selected_or_gate_blocked
train-000631,unprocessed,,0,not_selected_or_gate_blocked
train-000632,unprocessed,,0,not_selected_or_gate_blocked
train-000633,unprocessed,,0,not_selected_or_gate_blocked
train-000634,unprocessed,,0,not_selected_or_gate_blocked
train-000635,unprocessed,,0,not_selected_or_gate_blocked
train-000636,unprocessed,,0,not_selected_or_gate_blocked
train-000637,unprocessed,,0,not_selected_or_gate_blocked
train-000639,unprocessed,,0,not_selected_or_gate_blocked
train-000640,unprocessed,,0,not_selected_or_gate_blocked
train-000641,unprocessed,,0,not_selected_or_gate_blocked
train-000642,unprocessed,,0,not_selected_or_gate_blocked
train-000643,unprocessed,,0,not_selected_or_gate_blocked
train-000644,unprocessed,,0,not_selected_or_gate_blocked
train-000647,unprocessed,,0,not_selected_or_gate_blocked
train-000648,unprocessed,,0,not_selected_or_gate_blocked
train-000649,unprocessed,,0,not_selected_or_gate_blocked
train-000650,unprocessed,,0,not_selected_or_gate_blocked
train-000652,unprocessed,,0,not_selected_or_gate_blocked
train-000654,unprocessed,,0,not_selected_or_gate_blocked
train-000655,unprocessed,,0,not_selected_or_gate_blocked
train-000656,unprocessed,,0,not_selected_or_gate_blocked
train-000657,unprocessed,,0,not_selected_or_gate_blocked
train-000660,unprocessed,,0,not_selected_or_gate_blocked
train-000661,unprocessed,,0,not_selected_or_gate_blocked
train-000662,unprocessed,,0,not_selected_or_gate_blocked
train-000663,unprocessed,,0,not_selected_or_gate_blocked
train-000664,unprocessed,,0,not_selected_or_gate_blocked
train-000667,unprocessed,,0,not_selected_or_gate_blocked
train-000669,unprocessed,,0,not_selected_or_gate_blocked
train-000670,unprocessed,,0,not_selected_or_gate_blocked
train-000671,unprocessed,,0,not_selected_or_gate_blocked
train-000673,unprocessed,,0,not_selected_or_gate_blocked
train-000674,unprocessed,,0,not_selected_or_gate_blocked
train-000675,unprocessed,,0,not_selected_or_gate_blocked
train-000676,unprocessed,,0,not_selected_or_gate_blocked
train-000678,unprocessed,,0,not_selected_or_gate_blocked
train-000679,unprocessed,,0,not_selected_or_gate_blocked
train-000680,unprocessed,,0,not_selected_or_gate_blocked
train-000682,unprocessed,,0,not_selected_or_gate_blocked
train-000683,unprocessed,,0,not_selected_or_gate_blocked
train-000685,unprocessed,,0,not_selected_or_gate_blocked
train-000686,unprocessed,,0,not_selected_or_gate_blocked
train-000687,unprocessed,,0,not_selected_or_gate_blocked
train-000688,unprocessed,,0,not_selected_or_gate_blocked
train-000689,unprocessed,,0,not_selected_or_gate_blocked
train-000690,unprocessed,,0,not_selected_or_gate_blocked
train-000691,unprocessed,,0,not_selected_or_gate_blocked
train-000694,unprocessed,,0,not_selected_or_gate_blocked
